B0206 Y N Y TGD 680 20
B0207 Y N Y TGD 680 20
B0208 Y N Y TGD 680 20
B0209 Y N Y TGD 680 20
B0210 Y N Y TGD 680 20
B0211 Y N Y TGD 680 20
B0212 Y N Y TGD 680 20
B0213 Y N Y TGD 680 20
B0214 Y N Y TGD 680 20
B0215 Y N Y TGD 680 20
B0216 Y N Y TGD 680 20
B0217 Y N Y TGD 680 20
B0218 Y N Y TGD 680 20
B0219 Y N Y TGD 680 20
B0220 Y N Y TGD 680 20
B0221 Y N Y TGD 680 20
B0222 Y N Y TGD 680 20
B0223 Y N Y TGD 680 20
B0224 Y N Y TGD 680 20
B0225 Y N Y TGD 680 20
B0226 Y N Y TGD 680 20
B0227 Y N Y TGD 680 20
B0228 Y N Y TGD 680 20
B0229 Y N Y TGD 680 20
B0230 Y N Y TGD 680 20
B0231 Y N Y TGD 680 20
B0232 Y N Y TGD 680 20
B0233 Y N Y TGD 680 20
B0234 Y N Y TGD 680 20
B0235 Y N Y TGD 680 20
B0236 N Y Y TGD 600 20
B0237 N Y Y TGD 600 20
B0238 N Y Y TGD 600 20
B0239 N Y Y TGD 600 20
B0240 N Y Y TGD 600 20
B0241 N Y Y TGD 600 20
B0242 N Y Y TGD 600 20
B0243 N Y Y TGD 600 20
B0244 N Y Y TGD 600 20
B0245 N Y Y TGD 600 20
B0246 N Y Y TGD 600 20
B0247 N Y Y TGD 600 20
B0248 N Y Y TGD 600 20
B0249 N Y Y TGD 600 20
B0250 N Y Y TGD 600 20
B0251 N Y Y TGD 600 20
B0252 N Y Y TGD 600 20
B0253 N Y Y TGD 600 20
B0254 N Y Y TGD 600 20
B0255 N Y Y TGD 600 20
B0256 N Y Y TGD 600 20
B0257 N Y Y TGD 600 20
B0258 N Y Y TGD 600 20
B0259 N Y Y TGD 600 20
B0260 N Y Y TGD 600 20
B0261 N Y Y TGD 600 20
B0262 N Y Y TGD 600 20
B0263 N Y Y TGD 600 20
B0264 N Y Y TGD 600 20
B0265 N Y Y TGD 600 20
B0266 N Y Y TGD 600 20
B0267 N Y Y TGD 600 20
B0268 N Y Y TGD 600 20
B0269 N Y Y TGD 600 20
B0270 N Y Y TGD 600 20
B0271 N Y Y TGD 600 20
B0272 N Y Y TGD 600 20
B0273 N Y Y TGD 600 20
B0274 N Y Y TGD 600 20
B0275 N Y Y TGD 600 20
B0276 N Y Y TGD 600 20
B0277 N Y Y TGD 600 20
B0278 N Y Y TGD 600 20
B0279 N Y Y TGD 600 20
B0280 N Y Y TGD 600 20
B0281 N Y Y TGD 600 20
B0282 N Y Y TGD 600 20
B0283 N Y Y TGD 600 20
B0284 N Y Y TGD 600 20
B0285 N Y Y TGD 600 20
B0286 N Y Y TGD 600 20
B0287 N Y Y TGD 600 20
B0288 N Y Y TGD 600 20
B0289 N Y Y TGD 600 20
B0290 N Y Y TGD 600 20
B0291 N Y Y TGD 600 20
B0292 N Y Y TGD 600 20
B0293 N Y Y TGD 600 20
B0294 N Y Y TGD 600 20
B0295 N Y Y TGD 600 20
B0296 N Y Y TGD 600 20
B0297 N Y Y TGD 600 20
B0298 N Y Y TGD 600 20
B0299 N Y Y TGD 600 20
B0300 N Y Y TGD 600 20
B0301 N Y Y TGD 600 20
B0302 N Y Y TGD 600 20
B0303 N Y Y TGD 600 20
B0304 N Y Y TGD 600 20
B0305 N Y Y TGD 600 20
B0306 N Y Y TGD 600 20
B0307 N Y Y TGD 600 20
B0308 N Y Y TGD 600 20
B0309 N Y Y TGD 600 20
B0310 N Y Y TGD 600 20
B0311 N Y Y TGD 600 20
B0312 N Y Y TGD 600 20
B0313 N Y Y TGD 600 20
B0314 N Y Y TGD 600 20
B0315 N Y Y TGD 600 20
B0316 N Y Y TGD 600 20
B0317 N Y Y TGD 600 20
B0318 N Y Y TGD 600 20
B0319 N Y Y TGD 600 20
B0320 N Y Y TGD 600 20
B0321 N Y Y TGD 600 20
B0322 N Y Y TGD 600 20
B0323 N Y Y TGD 600 20
B0324 N Y Y TGD 600 20
B0325 N Y Y TGD 600 20
B0326 N Y Y TGD 600 20
B0327 N Y Y TGD 600 20
B0328 N Y Y TGD 600 20
B0329 N Y Y TGD 600 20
B0330 N Y Y TGD 600 20
B0331 N Y Y TGD 600 20
B0332 N Y Y TGD 600 20
B0333 N Y Y TGD 600 20
B0334 N Y Y TGD 600 20
B0335 N Y Y TGD 600 20
B0336 N Y Y TGD 600 20
B0337 N Y Y TGD 600 20
B0338 N Y Y TGD 600 20
B0339 N Y Y TGD 600 20
B0340 N Y Y TGD 600 20
B0341 N Y Y TGD 600 20
B0342 N Y Y TGD 600 20
B0343 N Y Y TGD 600 20
B0344 N Y Y TGD 600 20
B0345 N Y Y TGD 600 20
B0346 N Y Y TGD 600 20
B0347 N Y Y TGD 600 20
B0348 N Y Y TGD 600 20
B0349 N Y Y TGD 600 20
B0350 N Y Y TGD 600 20
B0351 N Y Y TGD 600 20
B0352 N Y Y TGD 600 20
B0353 N Y Y TGD 600 20
B0354 N Y Y TGD 600 20
B0355 N Y Y TGD 600 20
B0356 N Y Y TGD 600 20
B0357 N Y Y TGD 600 20
B0358 N Y Y TGD 600 20
B0359 N Y Y TGD 600 20
B0360 N Y Y TGD 600 20
B0361 N Y Y TGD 600 20
B0362 N Y Y TGD 600 20
B0363 N Y Y TGD 600 20
B0364 N Y Y TGD 600 20
B0365 N Y Y TGD 600 20
B0366 N Y Y TGD 600 20
B0367 N Y Y TGD 600 20
B0368 N Y Y TGD 600 20
B0369 N Y Y TGD 600 20
B0370 N Y Y TGD 600 20
B0371 N Y Y TGD 600 20
B0372 N Y Y TGD 600 20
B0373 N Y Y TGD 600 20
B0374 N Y Y TGD 600 20
B0375 N Y Y TGD 600 20
B0376 N Y Y TGD 600 20
B0377 N Y Y TGD 600 20
B0378 N Y Y TGD 600 20
B0379 N Y Y TGD 600 20
B0380 N Y Y TGD 600 20
B0381 N Y Y TGD 600 20
B0382 N Y Y TGD 600 20
B0383 N Y Y TGD 600 20
B0384 N Y Y TGD 600 20
B0385 N Y Y TGD 600 20
B0386 N Y Y TGD 600 20
B0387 N Y Y TGD 600 20
B0388 N Y Y TGD 600 20
B0389 N Y Y TGD 600 20
B0390 N Y Y TGD 600 20
B0391 N Y Y TGD 600 20
B0392 N Y Y TGD 600 20
B0393 N Y Y TGD 600 20
B0394 N Y Y TGD 600 20
B0395 N Y Y TGD 600 20
B0396 N Y Y TGD 600 20
B0397 N Y Y TGD 600 20
B0398 N Y Y TGD 600 20
B0399 N Y Y TGD 600 20
B0400 N Y Y TGD 600 20
B0401 N Y Y TGD 600 20
B0402 N Y Y TGD 600 20
B0403 N Y Y TGD 600 20
B0404 N Y Y TGD 600 20
B0405 N Y Y TGD 600 20
B0406 N Y Y TGD 600 20
B0407 N Y Y TGD 600 20
B0408 N Y Y TGD 600 20
B0409 N Y Y TGD 600 20
B0410 N Y Y TGD 600 20
B0411 N Y Y TGD 600 20
B0412 N Y Y TGD 600 20
B0413 N Y Y TGD 600 20
B0414 N Y Y TGD 600 20
B0415 N Y Y TGD 600 20
B0416 N Y Y TGD 600 20
B0417 N Y Y TGD 600 20
B0418 N Y Y TGD 600 20
B0419 N Y Y TGD 600 20
B0420 N Y Y TGD 600 20
B0421 N Y Y TGD 600 20
B0422 N Y Y TGD 600 20
B0423 N Y Y TGD 600 20
B0424 N Y Y TGD 600 20
B0425 N Y Y TGD 600 20
B0426 N Y Y TGD 600 20
B0427 N Y Y TGD 600 20
B0428 N Y Y TGD 600 20
B0429 N Y Y TGD 600 20
B0430 N Y Y TGD 600 20
B0431 N Y Y TGD 600 20
B0432 N Y Y TGD 600 20
B0433 N Y Y TGD 600 20
B0434 N Y Y TGD 600 20
B0435 N Y Y TGD 600 20
B0436 N Y Y TGD 600 20
B0437 N Y Y TGD 600 20
B0438 N Y Y TGD 600 20
B0439 N Y Y TGD 600 20
B0440 N Y Y TGD 600 20
B0441 N Y Y TGD 600 20
B0442 N Y Y TGD 600 20
B0443 N Y Y TGD 600 20
B0444 N Y Y TGD 600 20
B0445 N Y Y TGD 600 20
B0446 N Y Y TGD 600 20
B0447 N Y Y TGD 600 20
B0448 N Y Y TGD 600 20
B0449 N Y Y TGD 600 20
B0450 N Y Y TGD 600 20
B0451 N Y Y TGD 600 20
B0452 N Y Y TGD 600 20
B0453 N Y Y TGD 600 20
B0454 N Y Y TGD 600 20
B0455 N Y Y TGD 600 20
B0456 N Y Y TGD 600 20
B0457 N Y Y TGD 600 20
B0458 N Y Y TGD 600 20
B0459 N Y Y TGD 600 20
B0460 N Y Y TGD 600 20
B0461 N Y Y TGD 600 20
B0462 N Y Y TGD 600 20
B0463 N Y Y TGD 600 20
B0464 N Y Y TGD 600 20
B0465 N Y Y TGD 600 20
