em_no,fl_no,date,cls
B0177,FB492,19,C
B0177,FB383,19,C
B0177,FB386,19,C
B0177,FB475,19,C
B0177,FB308,19,C
B0177,FB492,20,C
B0177,FB383,20,C
B0177,FB386,20,C
B0177,FB475,20,C
B0177,FB308,20,C
B0177,FB492,21,C
B0177,FB383,21,C
B0177,FB386,21,C
B0177,FB475,21,C
B0177,FB308,21,C
B0177,FB492,22,C
B0177,FB383,22,C
B0177,FB386,22,C
B0177,FB475,22,C
B0177,FB308,22,C
B0177,FB492,23,C
B0177,FB383,23,C
B0177,FB386,23,C
B0177,FB475,23,C
B0177,FB308,23,C
B0177,FB492,24,C
B0177,FB383,24,C
B0177,FB386,24,C
B0177,FB475,24,C
B0177,FB308,24,C
B0177,FB492,25,C
B0177,FB383,25,C
B0177,FB386,25,C
B0177,FB475,25,C
B0177,FB308,25,C
B0177,FB492,26,C
B0177,FB383,26,C
B0177,FB386,26,C
B0177,FB475,26,C
B0177,FB308,26,C
B0177,FB492,27,C
B0177,FB383,27,C
B0177,FB386,27,C
B0177,FB475,27,C
B0177,FB308,27,C
B0177,FB492,28,C
B0177,FB383,28,C
B0177,FB386,28,C
B0177,FB475,28,C
B0177,FB308,28,C
B0177,FB492,29,C
B0177,FB383,29,C
B0177,FB386,29,C
B0177,FB475,29,C
B0177,FB308,29,C
B0177,FB492,30,C
B0177,FB383,30,C
B0177,FB386,30,C
B0177,FB475,30,C
B0177,FB308,30,C
B0177,FB492,31,C
B0177,FB383,31,C
B0177,FB386,31,C
B0236,FB89,1,F
B0236,FB1748,1,F
B0236,FB30,1,F
B0236,FB73,1,F
B0236,FB78,1,F
B0236,FB89,2,F
B0236,FB1748,2,F
B0236,FB30,2,F
B0236,FB73,2,F
B0236,FB78,2,F
B0236,FB999,2,F
B0236,FB1000,3,F
B0236,FB293,3,F
B0236,FB294,3,F
B0236,FB575,3,F
B0236,FB576,3,F
B0236,FB697,3,F
B0236,FB700,3,F
B0236,FB539,3,F
B0236,FB532,4,F
B0236,FB383,4,F
B0236,FB386,4,F
B0236,FB475,4,F
B0236,FB308,4,F
B0236,FB492,5,F
B0236,FB383,5,F
B0236,FB386,5,F
B0236,FB475,5,F
B0236,FB308,5,F
B0236,FB492,6,F
B0236,FB383,6,F
B0236,FB386,6,F
B0236,FB475,6,F
B0236,FB308,6,F
B0236,FB492,7,F
B0236,FB383,7,F
B0236,FB386,7,F
B0236,FB475,7,F
B0236,FB308,7,F
B0236,FB492,8,F
B0236,FB383,8,F
B0236,FB386,8,F
B0236,FB475,8,F
B0236,FB308,8,F
B0236,FB492,9,F
B0236,FB383,9,F
B0236,FB386,9,F
B0236,FB475,9,F
B0236,FB308,9,F
B0236,FB492,10,F
B0236,FB383,10,F
B0236,FB386,10,F
B0236,FB475,10,F
B0236,FB308,10,F
B0236,FB492,11,F
B0236,FB383,11,F
B0236,FB386,11,F
B0236,FB475,11,F
B0236,FB308,11,F
B0236,FB492,12,F
B0236,FB383,12,F
B0236,FB386,12,F
B0236,FB475,12,F
B0236,FB308,12,F
B0236,FB492,13,F
B0236,FB383,13,F
B0236,FB386,13,F
B0236,FB475,13,F
B0236,FB308,13,F
B0236,FB492,14,F
B0236,FB383,14,F
B0236,FB386,14,F
B0236,FB475,14,F
B0236,FB308,14,F
B0236,FB492,15,F
B0236,FB383,15,F
B0236,FB386,15,F
B0236,FB475,15,F
B0236,FB308,15,F
B0236,FB492,16,F
B0236,FB383,16,F
B0236,FB386,16,F
B0236,FB475,16,F
B0236,FB308,16,F
B0236,FB492,17,F
B0236,FB383,17,F
B0236,FB386,17,F
B0236,FB475,17,F
B0236,FB308,17,F
B0236,FB492,18,F
B0236,FB383,18,F
B0236,FB386,18,F
B0236,FB475,18,F
B0236,FB308,18,F
B0236,FB492,19,F
B0236,FB383,19,F
B0236,FB386,19,F
B0236,FB475,19,F
B0236,FB308,19,F
B0236,FB492,20,F
B0236,FB383,20,F
B0236,FB386,20,F
B0236,FB475,20,F
B0236,FB308,20,F
B0236,FB492,21,F
B0236,FB383,21,F
B0236,FB386,21,F
B0236,FB475,21,F
B0236,FB308,21,F
B0236,FB492,22,F
B0236,FB383,22,F
B0236,FB386,22,F
B0236,FB475,22,F
B0236,FB308,22,F
B0236,FB492,23,F
B0236,FB383,23,F
B0236,FB386,23,F
B0236,FB475,23,F
B0236,FB308,23,F
B0236,FB492,24,F
B0236,FB383,24,F
B0236,FB386,24,F
B0236,FB475,24,F
B0236,FB308,24,F
B0236,FB492,25,F
B0236,FB383,25,F
B0236,FB386,25,F
B0236,FB475,25,F
B0236,FB308,25,F
B0236,FB492,26,F
B0236,FB383,26,F
B0236,FB386,26,F
B0236,FB475,26,F
B0236,FB308,26,F
B0236,FB492,27,F
B0236,FB383,27,F
B0236,FB386,27,F
B0236,FB475,27,F
B0236,FB308,27,F
B0236,FB492,28,F
B0236,FB383,28,F
B0236,FB386,28,F
B0236,FB475,28,F
B0236,FB308,28,F
B0236,FB492,29,F
B0236,FB383,29,F
B0236,FB386,29,F
B0236,FB475,29,F
B0236,FB308,29,F
B0236,FB492,30,F
B0236,FB383,30,F
B0236,FB386,30,F
B0236,FB475,30,F
B0236,FB308,30,F
B0236,FB492,31,F
B0236,FB383,31,F
B0236,FB386,31,F
B0178,FB411,1,C
B0178,FB763,1,C
B0178,FB1206,1,C
B0178,FB2144,1,C
B0178,FB263,1,C
B0178,FB268,1,C
B0178,FB411,2,C
B0178,FB763,2,C
B0178,FB764,2,C
B0178,FB767,2,C
B0178,FB770,2,C
B0178,FB1709,2,C
B0178,FB240,3,C
B0178,FB675,3,C
B0178,FB1861,3,C
B0178,FB766,3,C
B0178,FB737,3,C
B0178,FB740,3,C
B0178,FB98,3,C
B0178,FB89,4,C
B0178,FB1748,4,C
B0178,FB30,4,C
B0178,FB73,4,C
B0178,FB78,4,C
B0178,FB89,5,C
B0178,FB1748,5,C
B0178,FB30,5,C
B0178,FB265,5,C
B0178,FB270,5,C
B0178,FB999,5,C
B0178,FB1000,6,C
B0178,FB293,6,C
B0178,FB294,6,C
B0178,FB693,6,C
B0178,FB696,6,C
B0178,FB697,6,C
B0178,FB700,6,C
B0178,FB79,6,C
B0178,FB50,7,C
B0178,FB247,7,C
B0178,FB252,7,C
B0178,FB645,7,C
B0178,FB648,7,C
B0178,FB273,7,C
B0178,FB240,8,C
B0178,FB995,8,C
B0178,FB1208,8,C
B0178,FB258,8,C
B0178,FB557,8,C
B0178,FB558,8,C
B0178,FB999,8,C
B0178,FB1000,9,C
B0178,FB993,9,C
B0178,FB994,9,C
B0178,FB991,9,C
B0178,FB990,9,C
B0178,FB493,9,C
B0178,FB447,9,C
B0178,FB274,9,C
B0178,FB89,10,C
B0178,FB1748,10,C
B0178,FB30,10,C
B0178,FB35,10,C
B0178,FB38,10,C
B0178,FB1099,10,C
B0178,FB454,11,C
B0178,FB589,11,C
B0178,FB592,11,C
B0178,FB265,11,C
B0178,FB270,11,C
B0178,FB89,12,C
B0178,FB1748,12,C
B0178,FB30,12,C
B0178,FB73,12,C
B0178,FB78,12,C
B0178,FB999,12,C
B0178,FB1000,13,C
B0178,FB293,13,C
B0178,FB294,13,C
B0178,FB677,13,C
B0178,FB678,13,C
B0178,FB697,13,C
B0178,FB700,13,C
B0178,FB539,13,C
B0178,FB532,14,C
B0178,FB585,14,C
B0178,FB590,14,C
B0178,FB405,14,C
B0178,FB408,14,C
B0178,FB613,14,C
B0178,FB618,14,C
B0178,FB999,14,C
B0178,FB1000,15,C
B0178,FB293,15,C
B0178,FB294,15,C
B0178,FB693,15,C
B0178,FB696,15,C
B0178,FB697,15,C
B0178,FB700,15,C
B0178,FB479,15,C
B0178,FB1000,16,C
B0178,FB993,16,C
B0178,FB994,16,C
B0178,FB1101,16,C
B0178,FB298,16,C
B0178,FB81,16,C
B0178,FB50,17,C
B0178,FB981,17,C
B0178,FB456,17,C
B0178,FB407,17,C
B0178,FB410,17,C
B0178,FB999,17,C
B0178,FB1000,18,C
B0178,FB293,18,C
B0178,FB294,18,C
B0178,FB469,18,C
B0178,FB766,18,C
B0178,FB737,18,C
B0178,FB740,18,C
B0178,FB100,18,C
B0178,FB89,19,C
B0178,FB1748,19,C
B0178,FB30,19,C
B0178,FB265,19,C
B0178,FB270,19,C
B0178,FB999,19,C
B0178,FB1000,20,C
B0178,FB293,20,C
B0178,FB294,20,C
B0178,FB677,20,C
B0178,FB678,20,C
B0178,FB697,20,C
B0178,FB700,20,C
B0178,FB539,20,C
B0178,FB532,21,C
B0178,FB315,21,C
B0178,FB1181,21,C
B0178,FB1182,21,C
B0178,FB320,21,C
B0178,FB2145,21,C
B0178,FB272,21,C
B0178,FB89,22,C
B0178,FB1748,22,C
B0178,FB30,22,C
B0178,FB265,22,C
B0178,FB270,22,C
B0178,FB999,22,C
B0178,FB1000,23,C
B0178,FB293,23,C
B0178,FB294,23,C
B0178,FB693,23,C
B0178,FB696,23,C
B0178,FB697,23,C
B0178,FB700,23,C
B0178,FB79,23,C
B0178,FB50,24,C
B0178,FB247,24,C
B0178,FB252,24,C
B0178,FB645,24,C
B0178,FB648,24,C
B0178,FB273,24,C
B0178,FB240,25,C
B0178,FB675,25,C
B0178,FB1861,25,C
B0178,FB766,25,C
B0178,FB34,25,C
B0178,FB649,25,C
B0178,FB522,26,C
B0178,FB735,26,C
B0178,FB1863,26,C
B0178,FB1862,26,C
B0178,FB684,26,C
B0178,FB659,26,C
B0178,FB652,27,C
B0178,FB675,27,C
B0178,FB1861,27,C
B0178,FB766,27,C
B0178,FB34,27,C
B0178,FB569,27,C
B0178,FB562,28,C
B0178,FB585,28,C
B0178,FB590,28,C
B0178,FB27,28,C
B0178,FB777,28,C
B0178,FB578,28,C
B0178,FB416,28,C
B0178,FB89,29,C
B0178,FB1748,29,C
B0178,FB30,29,C
B0178,FB73,29,C
B0178,FB78,29,C
B0178,FB999,29,C
B0178,FB1000,30,C
B0178,FB993,30,C
B0178,FB994,30,C
B0178,FB991,30,C
B0178,FB990,30,C
B0178,FB493,30,C
B0178,FB447,30,C
B0178,FB274,30,C
B0178,FB89,31,C
B0178,FB1748,31,C
B0178,FB30,31,C
B0178,FB265,31,C
B0178,FB270,31,C
B0237,FB411,1,F
B0237,FB763,1,F
B0237,FB1206,1,F
B0237,FB2144,1,F
B0237,FB263,1,F
B0237,FB268,1,F
B0237,FB411,2,F
B0237,FB763,2,F
B0237,FB764,2,F
B0237,FB767,2,F
B0237,FB770,2,F
B0237,FB1709,2,F
B0237,FB240,3,F
B0237,FB675,3,F
B0237,FB1861,3,F
B0237,FB766,3,F
B0237,FB737,3,F
B0237,FB740,3,F
B0237,FB98,3,F
B0237,FB89,4,F
B0237,FB1748,4,F
B0237,FB30,4,F
B0237,FB73,4,F
B0237,FB78,4,F
B0237,FB89,5,F
B0237,FB1748,5,F
B0237,FB30,5,F
B0237,FB265,5,F
B0237,FB270,5,F
B0237,FB999,5,F
B0237,FB1000,6,F
B0237,FB293,6,F
B0237,FB294,6,F
B0237,FB693,6,F
B0237,FB696,6,F
B0237,FB697,6,F
B0237,FB700,6,F
B0237,FB79,6,F
B0237,FB50,7,F
B0237,FB247,7,F
B0237,FB252,7,F
B0237,FB645,7,F
B0237,FB648,7,F
B0237,FB273,7,F
B0237,FB240,8,F
B0237,FB995,8,F
B0237,FB1208,8,F
B0237,FB258,8,F
B0237,FB557,8,F
B0237,FB558,8,F
B0237,FB999,8,F
B0237,FB1000,9,F
B0237,FB993,9,F
B0237,FB994,9,F
B0237,FB991,9,F
B0237,FB990,9,F
B0237,FB493,9,F
B0237,FB447,9,F
B0237,FB274,9,F
B0237,FB89,10,F
B0237,FB1748,10,F
B0237,FB30,10,F
B0237,FB35,10,F
B0237,FB38,10,F
B0237,FB1099,10,F
B0237,FB454,11,F
B0237,FB589,11,F
B0237,FB592,11,F
B0237,FB265,11,F
B0237,FB270,11,F
B0237,FB89,12,F
B0237,FB1748,12,F
B0237,FB30,12,F
B0237,FB73,12,F
B0237,FB78,12,F
B0237,FB999,12,F
B0237,FB1000,13,F
B0237,FB293,13,F
B0237,FB294,13,F
B0237,FB677,13,F
B0237,FB678,13,F
B0237,FB697,13,F
B0237,FB700,13,F
B0237,FB539,13,F
B0237,FB532,14,F
B0237,FB585,14,F
B0237,FB590,14,F
B0237,FB405,14,F
B0237,FB408,14,F
B0237,FB613,14,F
B0237,FB618,14,F
B0237,FB999,14,F
B0237,FB1000,15,F
B0237,FB293,15,F
B0237,FB294,15,F
B0237,FB693,15,F
B0237,FB696,15,F
B0237,FB697,15,F
B0237,FB700,15,F
B0237,FB479,15,F
B0237,FB1000,16,F
B0237,FB993,16,F
B0237,FB994,16,F
B0237,FB1101,16,F
B0237,FB298,16,F
B0237,FB81,16,F
B0237,FB50,17,F
B0237,FB981,17,F
B0237,FB456,17,F
B0237,FB407,17,F
B0237,FB410,17,F
B0237,FB999,17,F
B0237,FB1000,18,F
B0237,FB293,18,F
B0237,FB294,18,F
B0237,FB469,18,F
B0237,FB766,18,F
B0237,FB737,18,F
B0237,FB740,18,F
B0237,FB100,18,F
B0237,FB89,19,F
B0237,FB1748,19,F
B0237,FB30,19,F
B0237,FB265,19,F
B0237,FB270,19,F
B0237,FB999,19,F
B0237,FB1000,20,F
B0237,FB293,20,F
B0237,FB294,20,F
B0237,FB677,20,F
B0237,FB678,20,F
B0237,FB697,20,F
B0237,FB700,20,F
B0237,FB539,20,F
B0237,FB532,21,F
B0237,FB315,21,F
B0237,FB1181,21,F
B0237,FB1182,21,F
B0237,FB320,21,F
B0237,FB2145,21,F
B0237,FB272,21,F
B0237,FB89,22,F
B0237,FB1748,22,F
B0237,FB30,22,F
B0237,FB265,22,F
B0237,FB270,22,F
B0237,FB999,22,F
B0237,FB1000,23,F
B0237,FB293,23,F
B0237,FB294,23,F
B0237,FB693,23,F
B0237,FB696,23,F
B0237,FB697,23,F
B0237,FB700,23,F
B0237,FB79,23,F
B0237,FB50,24,F
B0237,FB247,24,F
B0237,FB252,24,F
B0237,FB645,24,F
B0237,FB648,24,F
B0237,FB273,24,F
B0237,FB240,25,F
B0237,FB675,25,F
B0237,FB1861,25,F
B0237,FB766,25,F
B0237,FB34,25,F
B0237,FB649,25,F
B0237,FB522,26,F
B0237,FB735,26,F
B0237,FB1863,26,F
B0237,FB1862,26,F
B0237,FB684,26,F
B0237,FB659,26,F
B0237,FB652,27,F
B0237,FB675,27,F
B0237,FB1861,27,F
B0237,FB766,27,F
B0237,FB34,27,F
B0237,FB569,27,F
B0237,FB562,28,F
B0237,FB585,28,F
B0237,FB590,28,F
B0237,FB27,28,F
B0237,FB777,28,F
B0237,FB578,28,F
B0237,FB416,28,F
B0237,FB89,29,F
B0237,FB1748,29,F
B0237,FB30,29,F
B0237,FB73,29,F
B0237,FB78,29,F
B0237,FB999,29,F
B0237,FB1000,30,F
B0237,FB993,30,F
B0237,FB994,30,F
B0237,FB991,30,F
B0237,FB990,30,F
B0237,FB493,30,F
B0237,FB447,30,F
B0237,FB274,30,F
B0237,FB89,31,F
B0237,FB1748,31,F
B0237,FB30,31,F
B0237,FB265,31,F
B0237,FB270,31,F
B0179,FB293,1,C
B0179,FB294,1,C
B0179,FB469,1,C
B0179,FB766,1,C
B0179,FB549,1,C
B0179,FB552,1,C
B0179,FB416,1,C
B0179,FB239,2,C
B0179,FB244,2,C
B0179,FB741,2,C
B0179,FB742,2,C
B0179,FB567,2,C
B0179,FB570,2,C
B0179,FB659,2,C
B0179,FB652,3,C
B0179,FB995,3,C
B0179,FB1208,3,C
B0179,FB258,3,C
B0179,FB557,3,C
B0179,FB558,3,C
B0179,FB999,3,C
B0179,FB1000,4,C
B0179,FB993,4,C
B0179,FB994,4,C
B0179,FB1101,4,C
B0179,FB1102,4,C
B0179,FB35,4,C
B0179,FB38,4,C
B0179,FB99,4,C
B0179,FB94,5,C
B0179,FB281,5,C
B0179,FB282,5,C
B0179,FB473,5,C
B0179,FB472,5,C
B0179,FB687,5,C
B0179,FB672,6,C
B0179,FB315,6,C
B0179,FB1181,6,C
B0179,FB1182,6,C
B0179,FB320,6,C
B0179,FB2145,6,C
B0179,FB272,6,C
B0179,FB89,7,C
B0179,FB1748,7,C
B0179,FB30,7,C
B0179,FB265,7,C
B0179,FB270,7,C
B0179,FB999,7,C
B0179,FB1000,8,C
B0179,FB993,8,C
B0179,FB994,8,C
B0179,FB991,8,C
B0179,FB990,8,C
B0179,FB493,8,C
B0179,FB447,8,C
B0179,FB274,8,C
B0179,FB89,9,C
B0179,FB1748,9,C
B0179,FB30,9,C
B0179,FB73,9,C
B0179,FB78,9,C
B0179,FB999,9,C
B0179,FB1000,10,C
B0179,FB993,10,C
B0179,FB994,10,C
B0179,FB991,10,C
B0179,FB990,10,C
B0179,FB493,10,C
B0179,FB447,10,C
B0179,FB274,10,C
B0179,FB89,11,C
B0179,FB1748,11,C
B0179,FB30,11,C
B0179,FB35,11,C
B0179,FB38,11,C
B0179,FB1099,11,C
B0179,FB454,12,C
B0179,FB589,12,C
B0179,FB592,12,C
B0179,FB265,12,C
B0179,FB270,12,C
B0179,FB89,13,C
B0179,FB1748,13,C
B0179,FB30,13,C
B0179,FB265,13,C
B0179,FB270,13,C
B0179,FB999,13,C
B0179,FB1000,14,C
B0179,FB293,14,C
B0179,FB294,14,C
B0179,FB469,14,C
B0179,FB766,14,C
B0179,FB737,14,C
B0179,FB740,14,C
B0179,FB98,14,C
B0179,FB89,15,C
B0179,FB1748,15,C
B0179,FB30,15,C
B0179,FB73,15,C
B0179,FB78,15,C
B0179,FB999,15,C
B0179,FB8558,16,C
B0179,FB531,16,C
B0179,FB534,16,C
B0179,FB623,16,C
B0179,FB626,16,C
B0179,FB35,16,C
B0179,FB38,16,C
B0179,FB99,16,C
B0179,FB8559,17,C
B0179,FB1000,17,C
B0179,FB293,17,C
B0179,FB294,17,C
B0179,FB693,17,C
B0179,FB696,17,C
B0179,FB697,17,C
B0179,FB700,17,C
B0179,FB479,17,C
B0179,FB1200,18,C
B0179,FB246,18,C
B0179,FB91,18,C
B0179,FB92,18,C
B0179,FB799,18,C
B0179,FB792,19,C
B0179,FB981,19,C
B0179,FB456,19,C
B0179,FB657,19,C
B0179,FB660,19,C
B0179,FB89,20,C
B0179,FB1748,20,C
B0179,FB30,20,C
B0179,FB265,20,C
B0179,FB270,20,C
B0179,FB999,20,C
B0179,FB1000,21,C
B0179,FB993,21,C
B0179,FB994,21,C
B0179,FB991,21,C
B0179,FB990,21,C
B0179,FB493,21,C
B0179,FB447,21,C
B0179,FB274,21,C
B0179,FB239,22,C
B0179,FB244,22,C
B0179,FB563,22,C
B0179,FB566,22,C
B0179,FB797,22,C
B0179,FB800,22,C
B0179,FB689,22,C
B0179,FB672,23,C
B0179,FB533,23,C
B0179,FB1621,23,C
B0179,FB1622,23,C
B0179,FB538,23,C
B0179,FB599,23,C
B0179,FB582,24,C
B0179,FB533,24,C
B0179,FB1621,24,C
B0179,FB1622,24,C
B0179,FB538,24,C
B0179,FB599,24,C
B0179,FB582,25,C
B0179,FB533,25,C
B0179,FB1621,25,C
B0179,FB1622,25,C
B0179,FB538,25,C
B0179,FB599,25,C
B0179,FB582,26,C
B0179,FB533,26,C
B0179,FB1621,26,C
B0179,FB1622,26,C
B0179,FB538,26,C
B0179,FB599,26,C
B0179,FB582,27,C
B0179,FB315,27,C
B0179,FB1181,27,C
B0179,FB1182,27,C
B0179,FB320,27,C
B0179,FB2159,27,C
B0179,FB1000,28,C
B0179,FB293,28,C
B0179,FB294,28,C
B0179,FB677,28,C
B0179,FB678,28,C
B0179,FB697,28,C
B0179,FB700,28,C
B0179,FB539,28,C
B0179,FB532,29,C
B0179,FB533,29,C
B0179,FB1621,29,C
B0179,FB1622,29,C
B0179,FB538,29,C
B0179,FB599,29,C
B0179,FB582,30,C
B0179,FB315,30,C
B0179,FB1181,30,C
B0179,FB1182,30,C
B0179,FB320,30,C
B0179,FB2159,30,C
B0179,FB1000,31,C
B0179,FB293,31,C
B0179,FB294,31,C
B0179,FB575,31,C
B0179,FB576,31,C
B0179,FB697,31,C
B0179,FB700,31,C
B0238,FB293,1,F
B0238,FB294,1,F
B0238,FB469,1,F
B0238,FB766,1,F
B0238,FB549,1,F
B0238,FB552,1,F
B0238,FB416,1,F
B0238,FB239,2,F
B0238,FB244,2,F
B0238,FB741,2,F
B0238,FB742,2,F
B0238,FB567,2,F
B0238,FB570,2,F
B0238,FB659,2,F
B0238,FB652,3,F
B0238,FB995,3,F
B0238,FB1208,3,F
B0238,FB258,3,F
B0238,FB557,3,F
B0238,FB558,3,F
B0238,FB999,3,F
B0238,FB1000,4,F
B0238,FB993,4,F
B0238,FB994,4,F
B0238,FB1101,4,F
B0238,FB1102,4,F
B0238,FB35,4,F
B0238,FB38,4,F
B0238,FB99,4,F
B0238,FB94,5,F
B0238,FB281,5,F
B0238,FB282,5,F
B0238,FB473,5,F
B0238,FB472,5,F
B0238,FB687,5,F
B0238,FB672,6,F
B0238,FB315,6,F
B0238,FB1181,6,F
B0238,FB1182,6,F
B0238,FB320,6,F
B0238,FB2145,6,F
B0238,FB272,6,F
B0238,FB89,7,F
B0238,FB1748,7,F
B0238,FB30,7,F
B0238,FB265,7,F
B0238,FB270,7,F
B0238,FB999,7,F
B0238,FB1000,8,F
B0238,FB993,8,F
B0238,FB994,8,F
B0238,FB991,8,F
B0238,FB990,8,F
B0238,FB493,8,F
B0238,FB447,8,F
B0238,FB274,8,F
B0238,FB89,9,F
B0238,FB1748,9,F
B0238,FB30,9,F
B0238,FB73,9,F
B0238,FB78,9,F
B0238,FB999,9,F
B0238,FB1000,10,F
B0238,FB993,10,F
B0238,FB994,10,F
B0238,FB991,10,F
B0238,FB990,10,F
B0238,FB493,10,F
B0238,FB447,10,F
B0238,FB274,10,F
B0238,FB89,11,F
B0238,FB1748,11,F
B0238,FB30,11,F
B0238,FB35,11,F
B0238,FB38,11,F
B0238,FB1099,11,F
B0238,FB454,12,F
B0238,FB589,12,F
B0238,FB592,12,F
B0238,FB265,12,F
B0238,FB270,12,F
B0238,FB89,13,F
B0238,FB1748,13,F
B0238,FB30,13,F
B0238,FB265,13,F
B0238,FB270,13,F
B0238,FB999,13,F
B0238,FB1000,14,F
B0238,FB293,14,F
B0238,FB294,14,F
B0238,FB469,14,F
B0238,FB766,14,F
B0238,FB737,14,F
B0238,FB740,14,F
B0238,FB98,14,F
B0238,FB89,15,F
B0238,FB1748,15,F
B0238,FB30,15,F
B0238,FB73,15,F
B0238,FB78,15,F
B0238,FB999,15,F
B0238,FB8558,16,F
B0238,FB531,16,F
B0238,FB534,16,F
B0238,FB623,16,F
B0238,FB626,16,F
B0238,FB35,16,F
B0238,FB38,16,F
B0238,FB99,16,F
B0238,FB8559,17,F
B0238,FB1000,17,F
B0238,FB293,17,F
B0238,FB294,17,F
B0238,FB693,17,F
B0238,FB696,17,F
B0238,FB697,17,F
B0238,FB700,17,F
B0238,FB479,17,F
B0238,FB1200,18,F
B0238,FB246,18,F
B0238,FB91,18,F
B0238,FB92,18,F
B0238,FB799,18,F
B0238,FB792,19,F
B0238,FB981,19,F
B0238,FB456,19,F
B0238,FB657,19,F
B0238,FB660,19,F
B0238,FB89,20,F
B0238,FB1748,20,F
B0238,FB30,20,F
B0238,FB265,20,F
B0238,FB270,20,F
B0238,FB999,20,F
B0238,FB1000,21,F
B0238,FB993,21,F
B0238,FB994,21,F
B0238,FB991,21,F
B0238,FB990,21,F
B0238,FB493,21,F
B0238,FB447,21,F
B0238,FB274,21,F
B0238,FB239,22,F
B0238,FB244,22,F
B0238,FB563,22,F
B0238,FB566,22,F
B0238,FB797,22,F
B0238,FB800,22,F
B0238,FB689,22,F
B0238,FB672,23,F
B0238,FB533,23,F
B0238,FB1621,23,F
B0238,FB1622,23,F
B0238,FB538,23,F
B0238,FB599,23,F
B0238,FB582,24,F
B0238,FB533,24,F
B0238,FB1621,24,F
B0238,FB1622,24,F
B0238,FB538,24,F
B0238,FB599,24,F
B0238,FB582,25,F
B0238,FB533,25,F
B0238,FB1621,25,F
B0238,FB1622,25,F
B0238,FB538,25,F
B0238,FB599,25,F
B0238,FB582,26,F
B0238,FB533,26,F
B0238,FB1621,26,F
B0238,FB1622,26,F
B0238,FB538,26,F
B0238,FB599,26,F
B0238,FB582,27,F
B0238,FB315,27,F
B0238,FB1181,27,F
B0238,FB1182,27,F
B0238,FB320,27,F
B0238,FB2159,27,F
B0238,FB1000,28,F
B0238,FB293,28,F
B0238,FB294,28,F
B0238,FB677,28,F
B0238,FB678,28,F
B0238,FB697,28,F
B0238,FB700,28,F
B0238,FB539,28,F
B0238,FB532,29,F
B0238,FB533,29,F
B0238,FB1621,29,F
B0238,FB1622,29,F
B0238,FB538,29,F
B0238,FB599,29,F
B0238,FB582,30,F
B0238,FB315,30,F
B0238,FB1181,30,F
B0238,FB1182,30,F
B0238,FB320,30,F
B0238,FB2159,30,F
B0238,FB1000,31,F
B0238,FB293,31,F
B0238,FB294,31,F
B0238,FB575,31,F
B0238,FB576,31,F
B0238,FB697,31,F
B0238,FB700,31,F
B0180,FB381,1,C
B0180,FB384,1,C
B0180,FB693,1,C
B0180,FB696,1,C
B0180,FB697,1,C
B0180,FB700,1,C
B0180,FB479,1,C
B0180,FB8558,2,C
B0180,FB531,2,C
B0180,FB534,2,C
B0180,FB91,2,C
B0180,FB92,2,C
B0180,FB699,2,C
B0180,FB692,3,C
B0180,FB59,3,C
