em_no,leg_no,fl_no,dpt_date,dpt_time,dpt_ap,arr_date,arr_time,arr_ap,cls
A0010,8,FA681,8/14/2021,10:10,PGX,8/14/2021,11:40,NKX,C
A0010,9,FA812,8/14/2021,12:20,NKX,8/14/2021,14:05,PDK,C
A0010,10,FA813,8/14/2021,14:50,PDK,8/14/2021,16:40,NKX,C
A0010,11,FA872,8/15/2021,7:55,NKX,8/15/2021,9:00,PLM,C
A0010,12,FA873,8/15/2021,9:40,PLM,8/15/2021,10:50,NKX,C
A0010,13,FA854,8/18/2021,13:50,NKX,8/18/2021,15:30,CTH,F
A0010,14,FA855,8/18/2021,16:10,CTH,8/18/2021,17:55,NKX,C
A0010,15,FA888,8/18/2021,18:40,NKX,8/18/2021,21:00,XGS,C
A0010,16,FA889,8/18/2021,21:40,XGS,8/19/2021,0:00,NKX,F
A0010,17,FA812,8/19/2021,12:20,NKX,8/19/2021,14:05,PDK,C
A0010,18,FA813,8/19/2021,14:50,PDK,8/19/2021,16:40,NKX,C
A0010,19,FA890,8/20/2021,7:30,NKX,8/20/2021,9:50,XGS,C
A0010,20,FA891,8/20/2021,10:30,XGS,8/20/2021,12:50,NKX,C
A0010,21,FA854,8/20/2021,13:50,NKX,8/20/2021,15:30,CTH,C
A0010,22,FA855,8/20/2021,16:10,CTH,8/20/2021,17:55,NKX,C
A0010,23,FA680,8/23/2021,8:00,NKX,8/23/2021,9:30,PGX,C
A0010,24,FA681,8/23/2021,10:10,PGX,8/23/2021,11:40,NKX,C
A0010,25,FA813,8/23/2021,14:50,PDK,8/23/2021,16:40,NKX,C
A0010,26,FA864,8/23/2021,17:30,NKX,8/23/2021,19:15,PXB,C
A0010,27,FA865,8/23/2021,20:00,PXB,8/23/2021,21:45,NKX,F
A0010,28,FA680,8/24/2021,8:00,NKX,8/24/2021,9:30,PGX,F
A0010,29,FA873,8/24/2021,9:40,PLM,8/24/2021,10:50,NKX,C
A0010,30,FA681,8/24/2021,10:10,PGX,8/24/2021,11:40,NKX,C
A0010,31,FA812,8/24/2021,12:20,NKX,8/24/2021,14:05,PDK,F
A0010,32,FA854,8/24/2021,13:50,NKX,8/24/2021,15:30,CTH,F
A0010,33,FA813,8/24/2021,14:50,PDK,8/24/2021,16:40,NKX,C
A0010,34,FA855,8/24/2021,16:10,CTH,8/24/2021,17:55,NKX,F
A0010,35,FA864,8/24/2021,17:30,NKX,8/24/2021,19:15,PXB,C
A0010,36,FA864,8/25/2021,17:30,NKX,8/25/2021,19:15,PXB,C
A0011,1,FA854,8/11/2021,17:20,NKX,8/11/2021,19:00,CTH,C
A0011,2,FA855,8/11/2021,19:45,CTH,8/11/2021,21:30,NKX,C
A0011,3,FA890,8/14/2021,7:30,NKX,8/14/2021,9:50,XGS,C
A0011,4,FA891,8/14/2021,10:30,XGS,8/14/2021,12:50,NKX,C
A0011,5,FA854,8/14/2021,13:50,NKX,8/14/2021,15:30,CTH,C
A0011,6,FA855,8/14/2021,16:10,CTH,8/14/2021,17:55,NKX,C
A0011,7,FA890,8/16/2021,7:30,NKX,8/16/2021,9:50,XGS,C
A0011,8,FA891,8/16/2021,10:30,XGS,8/16/2021,12:50,NKX,C
A0011,9,FA680,8/19/2021,8:00,NKX,8/19/2021,9:30,PGX,C
A0011,10,FA681,8/19/2021,10:10,PGX,8/19/2021,11:40,NKX,D
A0011,11,FA680,8/20/2021,8:00,NKX,8/20/2021,9:30,PGX,D
A0011,12,FA681,8/20/2021,10:10,PGX,8/20/2021,11:40,NKX,D
A0011,13,FA854,8/22/2021,13:50,NKX,8/22/2021,15:30,CTH,C
A0011,14,FA855,8/25/2021,16:10,CTH,8/25/2021,17:55,NKX,C
A0012,1,FA864,8/14/2021,17:30,NKX,8/14/2021,19:15,PXB,F
A0012,2,FA865,8/14/2021,20:00,PXB,8/14/2021,21:45,NKX,F
A0012,3,FA812,8/15/2021,12:20,NKX,8/15/2021,14:05,PDK,F
A0012,4,FA813,8/15/2021,14:50,PDK,8/15/2021,16:40,NKX,F
A0012,5,FA864,8/15/2021,17:30,NKX,8/15/2021,19:15,PXB,F
A0012,6,FA865,8/15/2021,20:00,PXB,8/15/2021,21:45,NKX,F
A0012,7,FA864,8/18/2021,17:30,NKX,8/18/2021,19:15,PXB,F
A0012,8,FA865,8/18/2021,20:00,PXB,8/18/2021,21:45,NKX,F
A0012,9,FA884,8/19/2021,11:30,NKX,8/19/2021,13:50,XGS,F
A0012,10,FA885,8/19/2021,14:30,XGS,8/19/2021,16:50,NKX,F
A0012,11,FA864,8/19/2021,17:30,NKX,8/19/2021,19:15,PXB,F
A0012,12,FA865,8/19/2021,20:00,PXB,8/19/2021,21:45,NKX,F
A0012,13,FA680,8/20/2021,8:00,NKX,8/20/2021,9:30,PGX,F
A0012,14,FA681,8/20/2021,10:10,PGX,8/20/2021,11:40,NKX,F
A0012,15,FA812,8/20/2021,12:20,NKX,8/20/2021,14:05,PDK,F
A0012,16,FA813,8/20/2021,14:50,PDK,8/20/2021,16:40,NKX,F
A0012,17,FA864,8/20/2021,17:30,NKX,8/20/2021,19:15,PXB,F
A0012,18,FA865,8/20/2021,20:00,PXB,8/20/2021,21:45,NKX,F
