em_no,leg_no,fl_no,dpt_date,dpt_time,dpt_ap,arr_date,arr_time,arr_ap,cls
A0004,2,FA2,8/12/2021,10:10,PGX,8/12/2021,11:40,NKX,C
A0004,3,FA680,8/13/2021,8:00,NKX,8/13/2021,9:30,PGX,C
A0004,4,FA681,8/14/2021,10:10,PGX,8/14/2021,11:40,NKX,C
A0004,5,FA680,8/15/2021,8:00,NKX,8/15/2021,9:30,PGX,C
A0004,6,FA681,8/16/2021,10:10,PGX,8/16/2021,11:40,NKX,C
A0004,7,FA812,8/17/2021,12:20,NKX,8/17/2021,14:05,PDK,C
A0004,8,FA813,8/18/2021,14:50,PDK,8/18/2021,16:40,NKX,C
A0004,9,FA864,8/19/2021,17:30,NKX,8/19/2021,19:15,PXB,C
A0004,10,FA865,8/20/2021,20:00,PXB,8/20/2021,21:45,NKX,C
A0004,11,FA854,8/21/2021,13:50,NKX,8/21/2021,15:30,CTH,C
A0004,12,FA855,8/21/2021,16:10,CTH,8/21/2021,17:55,NKX,C
A0004,13,FA872,8/22/2021,7:55,NKX,8/22/2021,9:00,PLM,C
A0004,14,FA873,8/23/2021,9:40,PLM,8/23/2021,10:50,NKX,C
A0004,15,FA680,8/24/2021,8:00,NKX,8/24/2021,9:30,PGX,C
A0004,16,FA681,8/25/2021,10:10,PGX,8/25/2021,11:40,NKX,D
A0005,1,FA854,8/11/2021,17:20,NKX,8/11/2021,19:00,CTH,C
A0005,2,FA855,8/11/2021,19:45,CTH,8/11/2021,21:30,NKX,C
A0005,3,FA854,8/12/2021,13:50,NKX,8/12/2021,15:30,CTH,C
A0005,4,FA855,8/12/2021,16:10,CTH,8/12/2021,17:55,NKX,C
A0005,5,FA854,8/13/2021,13:50,NKX,8/13/2021,15:30,CTH,C
A0005,6,FA855,8/13/2021,16:10,CTH,8/13/2021,17:55,NKX,C
A0005,7,FA680,8/14/2021,8:00,NKX,8/14/2021,9:30,PGX,C
A0005,8,FA681,8/15/2021,10:10,PGX,8/15/2021,11:40,NKX,C
A0005,9,FA890,8/16/2021,7:30,NKX,8/16/2021,9:50,XGS,C
A0005,10,FA891,8/16/2021,10:30,XGS,8/16/2021,12:50,NKX,C
A0005,11,FA890,8/17/2021,7:30,NKX,8/17/2021,9:50,XGS,C
A0005,12,FA891,8/17/2021,10:30,XGS,8/17/2021,12:50,NKX,C
A0005,13,FA680,8/18/2021,8:00,NKX,8/18/2021,9:30,PGX,C
A0005,14,FA681,8/19/2021,10:10,PGX,8/19/2021,11:40,NKX,C
A0005,15,FA890,8/20/2021,7:30,NKX,8/20/2021,9:50,XGS,C
A0005,16,FA891,8/20/2021,10:30,XGS,8/20/2021,12:50,NKX,C
A0005,17,FA812,8/21/2021,12:20,NKX,8/21/2021,14:05,PDK,C
A0005,18,FA813,8/22/2021,14:50,PDK,8/22/2021,16:40,NKX,C
A0005,19,FA890,8/23/2021,7:30,NKX,8/23/2021,9:50,XGS,C
A0005,20,FA891,8/23/2021,10:30,XGS,8/23/2021,12:50,NKX,C
A0005,21,FA884,8/24/2021,11:30,NKX,8/24/2021,13:50,XGS,C
A0005,22,FA885,8/24/2021,14:30,XGS,8/24/2021,16:50,NKX,C
A0005,23,FA884,8/25/2021,11:30,NKX,8/25/2021,13:50,XGS,C
A0005,24,FA885,8/25/2021,14:30,XGS,8/25/2021,16:50,NKX,C
A0006,1,FA884,8/11/2021,11:30,NKX,8/11/2021,13:50,XGS,D
A0006,2,FA891,8/12/2021,10:30,XGS,8/12/2021,12:50,NKX,C
A0006,3,FA884,8/13/2021,11:30,NKX,8/13/2021,13:50,XGS,C
A0006,4,FA885,8/13/2021,14:30,XGS,8/13/2021,16:50,NKX,C
A0006,5,FA812,8/14/2021,12:20,NKX,8/14/2021,14:05,PDK,C
A0006,6,FA813,8/15/2021,14:50,PDK,8/15/2021,16:40,NKX,C
A0006,7,FA854,8/16/2021,13:50,NKX,8/16/2021,15:30,CTH,C
A0006,8,FA855,8/16/2021,16:10,CTH,8/16/2021,17:55,NKX,C
A0006,9,FA884,8/17/2021,11:30,NKX,8/17/2021,13:50,XGS,C
A0006,10,FA885,8/17/2021,14:30,XGS,8/17/2021,16:50,NKX,C
A0006,11,FA854,8/18/2021,13:50,NKX,8/18/2021,15:30,CTH,C
A0006,12,FA855,8/18/2021,16:10,CTH,8/18/2021,17:55,NKX,C
A0006,13,FA812,8/19/2021,12:20,NKX,8/19/2021,14:05,PDK,C
A0006,14,FA813,8/20/2021,14:50,PDK,8/20/2021,16:40,NKX,C
A0006,15,FA864,8/21/2021,17:30,NKX,8/21/2021,19:15,PXB,C
A0006,16,FA865,8/22/2021,20:00,PXB,8/22/2021,21:45,NKX,C
A0006,17,FA854,8/23/2021,13:50,NKX,8/23/2021,15:30,CTH,C
A0006,18,FA855,8/23/2021,16:10,CTH,8/23/2021,17:55,NKX,C
A0006,19,FA854,8/24/2021,13:50,NKX,8/24/2021,15:30,CTH,C
A0006,20,FA855,8/24/2021,16:10,CTH,8/24/2021,17:55,NKX,C
A0006,21,FA890,8/25/2021,7:30,NKX,8/25/2021,9:50,XGS,C
A0006,22,FA891,8/25/2021,10:30,XGS,8/25/2021,12:50,NKX,C
A0007,1,FA812,8/11/2021,12:20,NKX,8/11/2021,14:05,PDK,C
A0007,2,FA813,8/11/2021,14:50,PDK,8/11/2021,16:40,NKX,C
A0007,3,FA872,8/12/2021,7:55,NKX,8/12/2021,9:00,PLM,D
A0007,4,FA873,8/12/2021,9:40,PLM,8/12/2021,10:50,NKX,C
A0007,5,FA884,8/12/2021,11:30,NKX,8/12/2021,13:50,XGS,C
A0007,6,FA885,8/12/2021,14:30,XGS,8/12/2021,16:50,NKX,C
A0007,7,FA864,8/12/2021,17:30,NKX,8/12/2021,19:15,PXB,C
A0007,8,FA865,8/13/2021,20:00,PXB,8/13/2021,21:45,NKX,C
A0007,9,FA884,8/14/2021,11:30,NKX,8/14/2021,13:50,XGS,C
A0007,10,FA891,8/15/2021,10:30,XGS,8/15/2021,12:50,NKX,C
A0007,11,FA812,8/16/2021,12:20,NKX,8/16/2021,14:05,PDK,C
A0007,12,FA813,8/17/2021,14:50,PDK,8/17/2021,16:40,NKX,C
A0007,13,FA812,8/18/2021,12:20,NKX,8/18/2021,14:05,PDK,C
A0007,14,FA813,8/19/2021,14:50,PDK,8/19/2021,16:40,NKX,C
A0007,15,FA812,8/20/2021,12:20,NKX,8/20/2021,14:05,PDK,C
A0007,16,FA813,8/21/2021,14:50,PDK,8/21/2021,16:40,NKX,C
A0007,17,FA884,8/22/2021,11:30,NKX,8/22/2021,13:50,XGS,C
A0007,18,FA885,8/22/2021,14:30,XGS,8/22/2021,16:50,NKX,C
A0007,19,FA812,8/23/2021,12:20,NKX,8/23/2021,14:05,PDK,C
A0007,20,FA813,8/24/2021,14:50,PDK,8/24/2021,16:40,NKX,C
A0007,21,FA864,8/25/2021,17:30,NKX,8/25/2021,19:15,PXB,C
A0007,22,FA865,8/25/2021,20:00,PXB,8/25/2021,21:45,NKX,C
A0008,1,FA884,8/11/2021,11:30,NKX,8/11/2021,13:50,XGS,C
A0008,2,FA885,8/11/2021,14:30,XGS,8/11/2021,16:50,NKX,C
A0008,3,FA680,8/12/2021,8:00,NKX,8/12/2021,9:30,PGX,C
A0008,4,FA681,8/13/2021,10:10,PGX,8/13/2021,11:40,NKX,C
A0008,5,FA854,8/14/2021,13:50,NKX,8/14/2021,15:30,CTH,C
A0008,6,FA855,8/14/2021,16:10,CTH,8/14/2021,17:55,NKX,C
A0008,7,FA854,8/15/2021,13:50,NKX,8/15/2021,15:30,CTH,C
A0008,8,FA855,8/15/2021,16:10,CTH,8/15/2021,17:55,NKX,C
A0008,9,FA680,8/16/2021,8:00,NKX,8/16/2021,9:30,PGX,C
A0008,10,FA681,8/17/2021,10:10,PGX,8/17/2021,11:40,NKX,C
A0008,11,FA884,8/18/2021,11:30,NKX,8/18/2021,13:50,XGS,C
A0008,12,FA885,8/18/2021,14:30,XGS,8/18/2021,16:50,NKX,C
A0008,13,FA864,8/18/2021,17:30,NKX,8/18/2021,19:15,PXB,C
A0008,14,FA865,8/19/2021,20:00,PXB,8/19/2021,21:45,NKX,C
A0008,15,FA854,8/20/2021,13:50,NKX,8/20/2021,15:30,CTH,C
A0008,16,FA855,8/20/2021,16:10,CTH,8/20/2021,17:55,NKX,C
A0008,17,FA890,8/21/2021,7:30,NKX,8/21/2021,9:50,XGS,C
A0008,18,FA891,8/21/2021,10:30,XGS,8/21/2021,12:50,NKX,C
A0008,19,FA890,8/22/2021,7:30,NKX,8/22/2021,9:50,XGS,C
A0008,20,FA891,8/22/2021,10:30,XGS,8/22/2021,12:50,NKX,C
A0008,21,FA884,8/23/2021,11:30,NKX,8/23/2021,13:50,XGS,C
A0008,22,FA885,8/23/2021,14:30,XGS,8/23/2021,16:50,NKX,C
A0008,23,FA890,8/24/2021,7:30,NKX,8/24/2021,9:50,XGS,C
A0008,24,FA891,8/24/2021,10:30,XGS,8/24/2021,12:50,NKX,C
A0008,25,FA812,8/25/2021,12:20,NKX,8/25/2021,14:05,PDK,C
A0008,26,FA813,8/25/2021,14:50,PDK,8/25/2021,16:40,NKX,D
A0009,1,FA812,8/11/2021,12:20,NKX,8/11/2021,14:05,PDK,D
A0009,2,FA813,8/12/2021,14:50,PDK,8/12/2021,16:40,NKX,C
A0009,3,FA884,8/13/2021,11:30,NKX,8/13/2021,13:50,XGS,D
A0009,4,FA885,8/14/2021,14:30,XGS,8/14/2021,16:50,NKX,C
A0009,5,FA864,8/14/2021,17:30,NKX,8/14/2021,19:15,PXB,C
A0009,6,FA865,8/15/2021,20:00,PXB,8/15/2021,21:45,NKX,C
A0009,7,FA884,8/16/2021,11:30,NKX,8/16/2021,13:50,XGS,C
A0009,8,FA885,8/16/2021,14:30,XGS,8/16/2021,16:50,NKX,C
A0009,9,FA854,8/17/2021,13:50,NKX,8/17/2021,15:30,CTH,C
A0009,10,FA855,8/17/2021,16:10,CTH,8/17/2021,17:55,NKX,C
A0009,11,FA890,8/18/2021,7:30,NKX,8/18/2021,9:50,XGS,C
A0009,12,FA891,8/18/2021,10:30,XGS,8/18/2021,12:50,NKX,C
A0009,13,FA890,8/19/2021,7:30,NKX,8/19/2021,9:50,XGS,C
A0009,14,FA891,8/19/2021,10:30,XGS,8/19/2021,12:50,NKX,C
A0009,15,FA884,8/20/2021,11:30,NKX,8/20/2021,13:50,XGS,C
A0009,16,FA885,8/20/2021,14:30,XGS,8/20/2021,16:50,NKX,C
A0009,17,FA884,8/21/2021,11:30,NKX,8/21/2021,13:50,XGS,C
A0009,18,FA885,8/21/2021,14:30,XGS,8/21/2021,16:50,NKX,C
A0009,19,FA854,8/22/2021,13:50,NKX,8/22/2021,15:30,CTH,C
A0009,20,FA855,8/22/2021,16:10,CTH,8/22/2021,17:55,NKX,C
A0009,21,FA864,8/23/2021,17:30,NKX,8/23/2021,19:15,PXB,C
A0009,22,FA865,8/24/2021,20:00,PXB,8/24/2021,21:45,NKX,C
A0009,23,FA854,8/25/2021,13:50,NKX,8/25/2021,15:30,CTH,C
A0009,24,FA855,8/25/2021,16:10,CTH,8/25/2021,17:55,NKX,C
A0010,1,FA864,8/11/2021,17:30,NKX,8/11/2021,19:15,PXB,D
A0010,2,FA865,8/11/2021,20:00,PXB,8/11/2021,21:45,NKX,C
A0010,3,FA812,8/12/2021,12:20,NKX,8/12/2021,14:05,PDK,C
A0010,4,FA813,8/13/2021,14:50,PDK,8/13/2021,16:40,NKX,C
A0010,5,FA890,8/14/2021,7:30,NKX,8/14/2021,9:50,XGS,C
A0010,6,FA891,8/14/2021,10:30,XGS,8/14/2021,12:50,NKX,C
A0010,7,FA884,8/15/2021,11:30,NKX,8/15/2021,13:50,XGS,C
A0010,8,FA885,8/15/2021,14:30,XGS,8/15/2021,16:50,NKX,C
A0010,9,FA864,8/16/2021,17:30,NKX,8/16/2021,19:15,PXB,C
A0010,10,FA865,8/17/2021,20:00,PXB,8/17/2021,21:45,NKX,C
A0010,11,FA888,8/18/2021,18:40,NKX,8/18/2021,21:00,XGS,C
A0010,12,FA889,8/18/2021,21:40,XGS,8/19/2021,0:00,NKX,C
A0010,13,FA884,8/19/2021,11:30,NKX,8/19/2021,13:50,XGS,C
A0010,14,FA885,8/19/2021,14:30,XGS,8/19/2021,16:50,NKX,C
A0010,15,FA864,8/20/2021,17:30,NKX,8/20/2021,19:15,PXB,C
A0010,16,FA865,8/21/2021,20:00,PXB,8/21/2021,21:45,NKX,C
A0010,17,FA812,8/22/2021,12:20,NKX,8/22/2021,14:05,PDK,C
A0010,18,FA813,8/23/2021,14:50,PDK,8/23/2021,16:40,NKX,C
A0010,19,FA812,8/24/2021,12:20,NKX,8/24/2021,14:05,PDK,C
A0010,20,FA813,8/25/2021,14:50,PDK,8/25/2021,16:40,NKX,C
A0011,1,FA680,8/11/2021,8:00,NKX,8/11/2021,9:30,PGX,D
A0011,2,FA681,8/12/2021,10:10,PGX,8/12/2021,11:40,NKX,C
A0011,3,FA864,8/13/2021,17:30,NKX,8/13/2021,19:15,PXB,C
A0011,4,FA865,8/14/2021,20:00,PXB,8/14/2021,21:45,NKX,C
A0011,5,FA864,8/15/2021,17:30,NKX,8/15/2021,19:15,PXB,C
A0011,6,FA865,8/16/2021,20:00,PXB,8/16/2021,21:45,NKX,C
A0011,7,FA864,8/17/2021,17:30,NKX,8/17/2021,19:15,PXB,C
A0011,8,FA865,8/18/2021,20:00,PXB,8/18/2021,21:45,NKX,C
A0011,9,FA680,8/19/2021,8:00,NKX,8/19/2021,9:30,PGX,C
A0011,10,FA681,8/20/2021,10:10,PGX,8/20/2021,11:40,NKX,C
A0011,11,FA680,8/21/2021,8:00,NKX,8/21/2021,9:30,PGX,C
A0011,12,FA681,8/22/2021,10:10,PGX,8/22/2021,11:40,NKX,C
A0011,13,FA680,8/23/2021,8:00,NKX,8/23/2021,9:30,PGX,C
A0011,14,FA681,8/24/2021,10:10,PGX,8/24/2021,11:40,NKX,C
A0011,15,FA872,8/25/2021,7:55,NKX,8/25/2021,9:00,PLM,C
A0011,16,FA873,8/25/2021,9:40,PLM,8/25/2021,10:50,NKX,C
A0012,1,FA864,8/11/2021,17:30,NKX,8/11/2021,19:15,PXB,D
A0012,2,FA865,8/11/2021,20:00,PXB,8/11/2021,21:45,NKX,F
A0012,3,FA854,8/12/2021,13:50,NKX,8/12/2021,15:30,CTH,F
A0012,4,FA855,8/12/2021,16:10,CTH,8/12/2021,17:55,NKX,F
A0012,5,FA872,8/13/2021,7:55,NKX,8/13/2021,9:00,PLM,F
A0012,6,FA873,8/13/2021,9:40,PLM,8/13/2021,10:50,NKX,F
A0012,7,FA890,8/14/2021,7:30,NKX,8/14/2021,9:50,XGS,F
A0012,8,FA891,8/14/2021,10:30,XGS,8/14/2021,12:50,NKX,F
A0012,9,FA872,8/15/2021,7:55,NKX,8/15/2021,9:00,PLM,F
A0012,10,FA873,8/16/2021,9:40,PLM,8/16/2021,10:50,NKX,F
A0012,11,FA872,8/17/2021,7:55,NKX,8/17/2021,9:00,PLM,F
A0012,12,FA873,8/18/2021,9:40,PLM,8/18/2021,10:50,NKX,F
A0012,13,FA884,8/18/2021,11:30,NKX,8/18/2021,13:50,XGS,F
A0012,14,FA885,8/18/2021,14:30,XGS,8/18/2021,16:50,NKX,F
A0012,15,FA854,8/19/2021,13:50,NKX,8/19/2021,15:30,CTH,F
A0012,16,FA855,8/19/2021,16:10,CTH,8/19/2021,17:55,NKX,F
A0012,17,FA872,8/20/2021,7:55,NKX,8/20/2021,9:00,PLM,F
A0012,18,FA873,8/21/2021,9:40,PLM,8/21/2021,10:50,NKX,F
A0012,19,FA872,8/22/2021,7:55,NKX,8/22/2021,9:00,PLM,F
A0012,20,FA873,8/23/2021,9:40,PLM,8/23/2021,10:50,NKX,F
A0012,21,FA680,8/24/2021,8:00,NKX,8/24/2021,9:30,PGX,F
A0012,22,FA681,8/24/2021,10:10,PGX,8/24/2021,11:40,NKX,F
A0012,23,FA854,8/25/2021,13:50,NKX,8/25/2021,15:30,CTH,F
A0012,24,FA855,8/25/2021,16:10,CTH,8/25/2021,17:55,NKX,F
A0013,1,FA680,8/11/2021,8:00,NKX,8/11/2021,9:30,PGX,D
A0013,2,FA2,8/12/2021,10:10,PGX,8/12/2021,11:40,NKX,F
A0013,3,FA812,8/13/2021,12:20,NKX,8/13/2021,14:05,PDK,F
A0013,4,FA813,8/14/2021,14:50,PDK,8/14/2021,16:40,NKX,F
A0013,5,FA854,8/15/2021,13:50,NKX,8/15/2021,15:30,CTH,F
A0013,6,FA855,8/15/2021,16:10,CTH,8/15/2021,17:55,NKX,F
A0013,7,FA890,8/16/2021,7:30,NKX,8/16/2021,9:50,XGS,F
A0013,8,FA891,8/16/2021,10:30,XGS,8/16/2021,12:50,NKX,F
A0013,9,FA884,8/17/2021,11:30,NKX,8/17/2021,13:50,XGS,F
A0013,10,FA885,8/17/2021,14:30,XGS,8/17/2021,16:50,NKX,F
A0013,11,FA812,8/18/2021,12:20,NKX,8/18/2021,14:05,PDK,F
A0013,12,FA813,8/19/2021,14:50,PDK,8/19/2021,16:40,NKX,F
A0013,13,FA854,8/20/2021,13:50,NKX,8/20/2021,15:30,CTH,F
A0013,14,FA855,8/20/2021,16:10,CTH,8/20/2021,17:55,NKX,F
A0013,15,FA864,8/21/2021,17:30,NKX,8/21/2021,19:15,PXB,F
A0013,16,FA865,8/22/2021,20:00,PXB,8/22/2021,21:45,NKX,F
A0013,17,FA884,8/23/2021,11:30,NKX,8/23/2021,13:50,XGS,F
A0013,18,FA885,8/23/2021,14:30,XGS,8/23/2021,16:50,NKX,F
A0013,19,FA890,8/24/2021,7:30,NKX,8/24/2021,9:50,XGS,F
A0013,20,FA891,8/24/2021,10:30,XGS,8/24/2021,12:50,NKX,F
A0013,21,FA864,8/25/2021,17:30,NKX,8/25/2021,19:15,PXB,F
A0013,22,FA865,8/25/2021,20:00,PXB,8/25/2021,21:45,NKX,D
A0014,1,FA854,8/11/2021,17:20,NKX,8/11/2021,19:00,CTH,F
A0014,2,FA855,8/11/2021,19:45,CTH,8/11/2021,21:30,NKX,F
A0014,3,FA864,8/12/2021,17:30,NKX,8/12/2021,19:15,PXB,F
A0014,4,FA865,8/13/2021,20:00,PXB,8/13/2021,21:45,NKX,F
A0014,5,FA812,8/14/2021,12:20,NKX,8/14/2021,14:05,PDK,F
A0014,6,FA813,8/15/2021,14:50,PDK,8/15/2021,16:40,NKX,F
A0014,7,FA884,8/16/2021,11:30,NKX,8/16/2021,13:50,XGS,F
A0014,8,FA885,8/16/2021,14:30,XGS,8/16/2021,16:50,NKX,F
A0014,9,FA680,8/17/2021,8:00,NKX,8/17/2021,9:30,PGX,F
A0014,10,FA681,8/17/2021,10:10,PGX,8/17/2021,11:40,NKX,F
A0014,11,FA888,8/18/2021,18:40,NKX,8/18/2021,21:00,XGS,F
A0014,12,FA889,8/18/2021,21:40,XGS,8/19/2021,0:00,NKX,F
A0014,13,FA680,8/19/2021,8:00,NKX,8/19/2021,9:30,PGX,F
A0014,14,FA681,8/19/2021,10:10,PGX,8/19/2021,11:40,NKX,F
A0014,15,FA680,8/20/2021,8:00,NKX,8/20/2021,9:30,PGX,F
A0014,16,FA681,8/20/2021,10:10,PGX,8/20/2021,11:40,NKX,F
A0014,17,FA890,8/21/2021,7:30,NKX,8/21/2021,9:50,XGS,F
A0014,18,FA891,8/21/2021,10:30,XGS,8/21/2021,12:50,NKX,F
A0014,19,FA890,8/22/2021,7:30,NKX,8/22/2021,9:50,XGS,F
A0014,20,FA891,8/22/2021,10:30,XGS,8/22/2021,12:50,NKX,F
A0014,21,FA680,8/23/2021,8:00,NKX,8/23/2021,9:30,PGX,F
A0014,22,FA681,8/23/2021,10:10,PGX,8/23/2021,11:40,NKX,F
A0014,23,FA812,8/24/2021,12:20,NKX,8/24/2021,14:05,PDK,F
A0014,24,FA813,8/25/2021,14:50,PDK,8/25/2021,16:40,NKX,F
A0015,1,FA680,8/11/2021,8:00,NKX,8/11/2021,9:30,PGX,F
A0015,2,FA681,8/11/2021,10:10,PGX,8/11/2021,11:40,NKX,F
A0015,3,FA884,8/12/2021,11:30,NKX,8/12/2021,13:50,XGS,D
A0015,4,FA885,8/12/2021,14:30,XGS,8/12/2021,16:50,NKX,F
A0015,5,FA872,8/13/2021,7:55,NKX,8/13/2021,9:00,PLM,D
A0015,6,FA873,8/14/2021,9:40,PLM,8/14/2021,10:50,NKX,F
A0015,7,FA884,8/14/2021,11:30,NKX,8/14/2021,13:50,XGS,F
A0015,8,FA891,8/15/2021,10:30,XGS,8/15/2021,12:50,NKX,F
A0015,9,FA872,8/16/2021,7:55,NKX,8/16/2021,9:00,PLM,F
A0015,10,FA873,8/17/2021,9:40,PLM,8/17/2021,10:50,NKX,F
A0015,11,FA854,8/18/2021,13:50,NKX,8/18/2021,15:30,CTH,F
A0015,12,FA855,8/18/2021,16:10,CTH,8/18/2021,17:55,NKX,F
A0015,13,FA890,8/19/2021,7:30,NKX,8/19/2021,9:50,XGS,F
A0015,14,FA891,8/19/2021,10:30,XGS,8/19/2021,12:50,NKX,F
A0015,15,FA890,8/20/2021,7:30,NKX,8/20/2021,9:50,XGS,F
A0015,16,FA891,8/20/2021,10:30,XGS,8/20/2021,12:50,NKX,F
A0015,17,FA680,8/21/2021,8:00,NKX,8/21/2021,9:30,PGX,F
A0015,18,FA681,8/21/2021,10:10,PGX,8/21/2021,11:40,NKX,F
A0015,19,FA680,8/22/2021,8:00,NKX,8/22/2021,9:30,PGX,F
A0015,20,FA681,8/22/2021,10:10,PGX,8/22/2021,11:40,NKX,F
A0015,21,FA864,8/23/2021,17:30,NKX,8/23/2021,19:15,PXB,F
A0015,22,FA865,8/24/2021,20:00,PXB,8/24/2021,21:45,NKX,F
A0015,23,FA812,8/25/2021,12:20,NKX,8/25/2021,14:05,PDK,F
A0015,24,FA813,8/25/2021,14:50,PDK,8/25/2021,16:40,NKX,D
A0016,1,FA864,8/11/2021,17:30,NKX,8/11/2021,19:15,PXB,F
A0016,2,FA865,8/12/2021,20:00,PXB,8/12/2021,21:45,NKX,F
A0016,3,FA884,8/13/2021,11:30,NKX,8/13/2021,13:50,XGS,F
A0016,4,FA885,8/14/2021,14:30,XGS,8/14/2021,16:50,NKX,F
A0016,5,FA864,8/15/2021,17:30,NKX,8/15/2021,19:15,PXB,F
A0016,6,FA865,8/16/2021,20:00,PXB,8/16/2021,21:45,NKX,F
A0016,7,FA854,8/17/2021,13:50,NKX,8/17/2021,15:30,CTH,F
A0016,8,FA855,8/17/2021,16:10,CTH,8/17/2021,17:55,NKX,F
A0016,9,FA680,8/18/2021,8:00,NKX,8/18/2021,9:30,PGX,F
A0016,10,FA681,8/18/2021,10:10,PGX,8/18/2021,11:40,NKX,F
A0016,11,FA812,8/19/2021,12:20,NKX,8/19/2021,14:05,PDK,F
A0016,12,FA813,8/20/2021,14:50,PDK,8/20/2021,16:40,NKX,F
A0016,13,FA854,8/21/2021,13:50,NKX,8/21/2021,15:30,CTH,F
A0016,14,FA855,8/21/2021,16:10,CTH,8/21/2021,17:55,NKX,F
A0016,15,FA864,8/22/2021,17:30,NKX,8/22/2021,19:15,PXB,F
A0016,16,FA865,8/23/2021,20:00,PXB,8/23/2021,21:45,NKX,F
A0016,17,FA854,8/24/2021,13:50,NKX,8/24/2021,15:30,CTH,F
A0016,18,FA855,8/24/2021,16:10,CTH,8/24/2021,17:55,NKX,F
