em_no,leg_no,fl_no,dpt_date,dpt_time,dpt_ap,arr_date,arr_time,arr_ap,cls
B0011,4,FB430,8/30/2019,19:15,FBX,8/30/2019,20:35,HOM,F
B0011,5,FB541,8/31/2019,7:10,HOM,8/31/2019,8:20,XSJ,F
B0011,6,FB544,8/31/2019,9:05,XSJ,8/31/2019,10:15,HOM,F
B0012,1,FB731,8/30/2019,8:05,HOM,8/30/2019,9:20,UDJ,C
B0012,2,FB734,8/30/2019,10:00,UDJ,8/30/2019,11:20,HOM,C
B0012,3,FB427,8/30/2019,17:20,HOM,8/30/2019,18:35,FBX,C
B0012,4,FB430,8/30/2019,19:15,FBX,8/30/2019,20:35,HOM,C
B0012,5,FB541,8/31/2019,7:10,HOM,8/31/2019,8:20,XSJ,C
B0012,6,FB544,8/31/2019,9:05,XSJ,8/31/2019,10:15,HOM,C
B0013,1,FB1747,8/25/2019,8:40,HOM,8/25/2019,11:05,HUK,F
B0013,2,FB90,8/25/2019,12:20,HUK,8/25/2019,15:15,TGD,F
B0013,3,FB39,8/25/2019,19:00,TGD,8/25/2019,20:15,HOM,F
B0013,4,FB731,8/26/2019,8:05,HOM,8/26/2019,9:20,UDJ,F
B0013,5,FB734,8/26/2019,10:00,UDJ,8/26/2019,11:20,HOM,F
B0014,1,FB1747,8/25/2019,8:40,HOM,8/25/2019,11:05,HUK,C
B0014,2,FB90,8/25/2019,12:20,HUK,8/25/2019,15:15,TGD,C
B0014,3,FB39,8/25/2019,19:00,TGD,8/25/2019,20:15,HOM,C
B0014,4,FB731,8/26/2019,8:05,HOM,8/26/2019,9:20,UDJ,C
B0014,5,FB734,8/26/2019,10:00,UDJ,8/26/2019,11:20,HOM,C
B0015,1,FB523,8/16/2019,9:15,HOM,8/16/2019,10:25,XMJ,F
B0015,2,FB1867,8/16/2019,11:05,XMJ,8/16/2019,12:40,SXA,F
B0015,3,FB1868,8/16/2019,15:15,SXA,8/16/2019,16:50,XMJ,F
B0015,4,FB526,8/16/2019,17:30,XMJ,8/16/2019,18:35,HOM,F
B0016,1,FB523,8/16/2019,9:15,HOM,8/16/2019,10:25,XMJ,C
B0016,2,FB1867,8/16/2019,11:05,XMJ,8/16/2019,12:40,SXA,C
B0016,3,FB1868,8/16/2019,15:15,SXA,8/16/2019,16:50,XMJ,C
B0016,4,FB526,8/16/2019,17:30,XMJ,8/16/2019,18:35,HOM,C
B0017,1,FB523,8/19/2019,9:15,HOM,8/19/2019,10:25,XMJ,F
B0017,2,FB1867,8/19/2019,11:05,XMJ,8/19/2019,12:40,SXA,F
B0017,3,FB1872,8/19/2019,15:15,SXA,8/19/2019,16:50,GKU,F
B0017,4,FB786,8/19/2019,17:35,GKU,8/19/2019,18:45,HOM,F
B0018,1,FB523,8/19/2019,9:15,HOM,8/19/2019,10:25,XMJ,C
B0018,2,FB1867,8/19/2019,11:05,XMJ,8/19/2019,12:40,SXA,C
B0018,3,FB1872,8/19/2019,15:15,SXA,8/19/2019,16:50,GKU,C
B0018,4,FB786,8/19/2019,17:35,GKU,8/19/2019,18:45,HOM,C
B0019,1,FB523,8/21/2019,9:15,HOM,8/21/2019,10:25,XMJ,F
B0019,2,FB1867,8/21/2019,11:05,XMJ,8/21/2019,12:40,SXA,F
B0019,3,FB1868,8/21/2019,15:15,SXA,8/21/2019,16:50,XMJ,F
B0019,4,FB526,8/21/2019,17:30,XMJ,8/21/2019,18:35,HOM,F
B0020,1,FB523,8/21/2019,9:15,HOM,8/21/2019,10:25,XMJ,C
B0020,2,FB1867,8/21/2019,11:05,XMJ,8/21/2019,12:40,SXA,C
B0020,3,FB1868,8/21/2019,15:15,SXA,8/21/2019,16:50,XMJ,C
B0020,4,FB526,8/21/2019,17:30,XMJ,8/21/2019,18:35,HOM,C
B0021,1,FB731,8/1/2019,8:05,HOM,8/1/2019,9:20,UDJ,C
B0021,2,FB734,8/1/2019,10:00,UDJ,8/1/2019,11:20,HOM,C
B0021,3,FB24,8/1/2019,12:00,HOM,8/1/2019,13:15,TGD,C
B0021,4,FB625,8/1/2019,13:55,TGD,8/1/2019,15:35,XSJ,C
B0021,5,FB628,8/1/2019,16:25,XSJ,8/1/2019,18:15,TGD,C
B0021,6,FB569,8/1/2019,18:55,TGD,8/1/2019,20:15,XNZ,C
B0021,7,FB562,8/2/2019,7:35,XNZ,8/2/2019,8:55,TGD,C
B0021,8,FB533,8/2/2019,9:40,TGD,8/2/2019,10:55,OAX,C
B0021,9,FB1621,8/2/2019,11:45,OAX,8/2/2019,13:45,SXA,C
B0021,10,FB1622,8/2/2019,14:40,SXA,8/2/2019,16:35,OAX,C
B0021,11,FB538,8/2/2019,17:40,OAX,8/2/2019,19:00,TGD,C
B0021,12,FB599,8/2/2019,19:40,TGD,8/2/2019,21:05,MYJ,C
B0021,13,FB582,8/3/2019,7:25,MYJ,8/3/2019,8:55,TGD,C
B0021,14,FB247,8/3/2019,9:50,TGD,8/3/2019,11:35,FBX,C
B0021,15,FB252,8/3/2019,12:20,FBX,8/3/2019,14:10,TGD,C
B0021,16,FB69,8/3/2019,15:00,TGD,8/3/2019,16:30,NOU,C
B0021,17,FB74,8/3/2019,17:30,NOU,8/3/2019,19:05,TGD,C
B0021,18,FB321,8/3/2019,19:55,TGD,8/3/2019,20:50,OSY,C
B0021,19,FB312,8/4/2019,7:10,OSY,8/4/2019,8:15,TGD,C
B0021,20,FB787,8/4/2019,8:55,TGD,8/4/2019,10:05,SGJ,C
B0021,21,FB788,8/4/2019,10:55,SGJ,8/4/2019,12:15,TGD,C
B0021,22,FB25,8/4/2019,13:00,TGD,8/4/2019,14:05,HOM,C
B0021,23,FB990,8/4/2019,15:10,HOM,8/4/2019,16:25,TGD,C
B0021,24,FB493,8/4/2019,17:05,TGD,8/4/2019,18:15,GKS,C
B0021,25,FB447,8/4/2019,19:00,GKS,8/4/2019,20:25,FBX,C
B0021,26,FB274,8/4/2019,21:10,FBX,8/4/2019,23:00,TGD,C
B0021,27,FB381,8/5/2019,6:50,TGD,8/5/2019,8:05,YKJ,C
B0021,28,FB384,8/5/2019,8:45,YKJ,8/5/2019,10:05,TGD,C
B0021,29,FB693,8/5/2019,10:45,TGD,8/5/2019,12:20,BCJ,C
B0021,30,FB696,8/5/2019,13:00,BCJ,8/5/2019,14:40,TGD,C
B0021,31,FB261,8/5/2019,15:45,TGD,8/5/2019,17:35,FBX,C
B0021,32,FB266,8/5/2019,18:25,FBX,8/5/2019,20:10,TGD,C
B0021,33,FB99,8/5/2019,21:00,TGD,8/5/2019,22:20,HOM,C
B0021,34,FB8559,8/6/2019,0:05,HOM,8/6/2019,2:05,SXA,C
B0021,35,FB1200,8/6/2019,7:05,SXA,8/6/2019,8:40,FBX,C
B0021,36,FB246,8/6/2019,9:25,FBX,8/6/2019,11:10,TGD,C
B0021,37,FB623,8/6/2019,11:55,TGD,8/6/2019,13:40,XSJ,C
B0021,38,FB626,8/6/2019,14:25,XSJ,8/6/2019,16:10,TGD,C
B0021,39,FB73,8/6/2019,17:00,TGD,8/6/2019,18:35,NOU,C
B0021,40,FB78,8/6/2019,19:30,NOU,8/6/2019,21:05,TGD,C
B0021,41,FB393,8/7/2019,6:55,TGD,8/7/2019,7:55,UYS,C
B0021,42,FB396,8/7/2019,8:35,UYS,8/7/2019,9:40,TGD,C
B0021,43,FB2153,8/7/2019,10:20,TGD,8/7/2019,12:05,NOU,C
B0021,44,FB2154,8/7/2019,13:05,NOU,8/7/2019,14:50,TGD,C
B0021,45,FB1103,8/7/2019,15:30,TGD,8/7/2019,17:00,HWJ,C
B0021,46,FB1104,8/7/2019,17:40,HWJ,8/7/2019,19:20,TGD,C
B0021,47,FB79,8/7/2019,20:00,TGD,8/7/2019,21:35,NOU,C
B0021,48,FB50,8/8/2019,7:30,NOU,8/8/2019,9:05,TGD,C
B0021,49,FB247,8/8/2019,9:50,TGD,8/8/2019,11:35,FBX,C
B0021,50,FB252,8/8/2019,12:20,FBX,8/8/2019,14:10,TGD,C
B0021,51,FB681,8/8/2019,14:55,TGD,8/8/2019,16:15,THJ,C
B0021,52,FB682,8/8/2019,17:00,THJ,8/8/2019,18:25,TGD,C
B0021,53,FB41,8/8/2019,19:20,TGD,8/8/2019,20:35,HOM,C
B0021,54,FB986,8/9/2019,7:05,HOM,8/9/2019,8:15,TGD,C
B0021,55,FB747,8/9/2019,8:55,TGD,8/9/2019,9:50,GOQ,C
B0021,56,FB748,8/9/2019,10:40,GOQ,8/9/2019,11:45,TGD,C
B0021,57,FB555,8/9/2019,12:30,TGD,8/9/2019,13:50,TXD,C
B0021,58,FB556,8/9/2019,14:30,TXD,8/9/2019,15:55,TGD,C
B0021,59,FB297,8/9/2019,16:35,TGD,8/9/2019,17:50,OOJ,C
B0021,60,FB298,8/9/2019,18:30,OOJ,8/9/2019,19:55,TGD,C
B0021,61,FB81,8/9/2019,20:50,TGD,8/9/2019,22:25,NOU,C
B0021,62,FB52,8/10/2019,8:30,NOU,8/10/2019,10:05,TGD,C
B0021,63,FB575,8/10/2019,10:45,TGD,8/10/2019,12:15,HWJ,C
B0021,64,FB576,8/10/2019,12:55,HWJ,8/10/2019,14:30,TGD,C
B0021,65,FB1103,8/10/2019,15:30,TGD,8/10/2019,17:00,HWJ,C
B0021,66,FB1104,8/10/2019,17:40,HWJ,8/10/2019,19:20,TGD,C
B0021,67,FB539,8/10/2019,20:00,TGD,8/10/2019,21:20,OAX,C
B0021,68,FB532,8/11/2019,7:35,OAX,8/11/2019,8:55,TGD,C
B0021,69,FB585,8/11/2019,9:40,TGD,8/11/2019,11:05,MYJ,C
B0021,70,FB590,8/11/2019,11:50,MYJ,8/11/2019,13:20,TGD,C
B0021,71,FB67,8/11/2019,14:00,TGD,8/11/2019,15:35,NOU,C
B0021,72,FB70,8/11/2019,16:30,NOU,8/11/2019,18:05,TGD,C
B0021,73,FB39,8/11/2019,19:00,TGD,8/11/2019,20:15,HOM,C
B0021,74,FB416,8/11/2019,20:55,HOM,8/11/2019,22:20,TGD,C
B0021,75,FB993,8/12/2019,6:40,TGD,8/12/2019,9:05,SXA,C
B0021,76,FB994,8/12/2019,9:50,SXA,8/12/2019,12:25,TGD,C
B0021,77,FB991,8/12/2019,13:05,TGD,8/12/2019,14:30,HOM,C
B0021,78,FB990,8/12/2019,15:10,HOM,8/12/2019,16:25,TGD,C
B0021,79,FB493,8/12/2019,17:05,TGD,8/12/2019,18:15,GKS,C
B0021,80,FB449,8/12/2019,20:10,GKS,8/12/2019,21:35,FBX,C
B0021,81,FB1702,8/13/2019,8:00,FBX,8/13/2019,9:05,HOM,C
B0021,82,FB1605,8/13/2019,10:25,HOM,8/13/2019,11:10,XNZ,C
B0021,83,FB566,8/13/2019,13:35,XNZ,8/13/2019,14:55,TGD,C
B0021,84,FB477,8/13/2019,15:45,TGD,8/13/2019,18:10,SXA,C
B0021,85,FB476,8/13/2019,19:10,SXA,8/13/2019,21:40,TGD,C
B0021,86,FB993,8/14/2019,6:40,TGD,8/14/2019,9:05,SXA,C
B0021,87,FB994,8/14/2019,9:50,SXA,8/14/2019,12:25,TGD,C
B0021,88,FB565,8/14/2019,13:05,TGD,8/14/2019,14:30,XNZ,C
B0021,89,FB568,8/14/2019,15:15,XNZ,8/14/2019,16:35,TGD,C
B0021,90,FB595,8/14/2019,17:15,TGD,8/14/2019,18:40,MYJ,C
B0021,91,FB598,8/14/2019,19:30,MYJ,8/14/2019,21:05,TGD,C
B0021,92,FB619,8/15/2019,6:45,TGD,8/15/2019,8:30,XSJ,C
B0021,93,FB622,8/15/2019,9:15,XSJ,8/15/2019,11:00,TGD,C
B0021,94,FB87,8/15/2019,12:00,TGD,8/15/2019,14:50,MMY,C
B0021,95,FB88,8/15/2019,15:35,MMY,8/15/2019,18:25,TGD,C
B0021,96,FB649,8/15/2019,19:10,TGD,8/15/2019,20:55,XMJ,C
B0021,97,FB522,8/16/2019,7:35,XMJ,8/16/2019,8:40,HOM,C
B0021,98,FB1605,8/16/2019,10:25,HOM,8/16/2019,11:10,XNZ,C
B0021,99,FB568,8/16/2019,15:15,XNZ,8/16/2019,16:35,TGD,C
B0021,100,FB595,8/16/2019,17:15,TGD,8/16/2019,18:40,MYJ,C
B0021,101,FB598,8/16/2019,19:30,MYJ,8/16/2019,21:05,TGD,C
B0021,102,FB619,8/17/2019,6:45,TGD,8/17/2019,8:30,XSJ,C
B0021,103,FB622,8/17/2019,9:15,XSJ,8/17/2019,11:00,TGD,C
B0021,104,FB63,8/17/2019,12:00,TGD,8/17/2019,13:35,NOU,C
B0021,105,FB290,8/17/2019,14:20,NOU,8/17/2019,16:40,FBX,C
B0021,106,FB428,8/17/2019,17:30,FBX,8/17/2019,18:40,HOM,C
B0021,107,FB529,8/17/2019,19:40,HOM,8/17/2019,20:50,XMJ,C
B0021,108,FB522,8/18/2019,7:35,XMJ,8/18/2019,8:40,HOM,C
B0021,109,FB20,8/18/2019,10:00,HOM,8/18/2019,11:15,TGD,C
B0021,110,FB623,8/18/2019,11:55,TGD,8/18/2019,13:40,XSJ,C
B0021,111,FB626,8/18/2019,14:30,XSJ,8/18/2019,16:15,TGD,C
B0021,112,FB493,8/18/2019,17:05,TGD,8/18/2019,18:15,GKS,C
B0021,113,FB449,8/18/2019,20:10,GKS,8/18/2019,21:35,FBX,C
B0021,114,FB242,8/19/2019,8:00,FBX,8/19/2019,9:45,TGD,C
B0021,115,FB571,8/19/2019,10:30,TGD,8/19/2019,12:20,WXJ,C
B0021,116,FB572,8/19/2019,13:00,WXJ,8/19/2019,14:55,TGD,C
B0021,117,FB477,8/19/2019,15:45,TGD,8/19/2019,18:10,SXA,C
B0021,118,FB476,8/19/2019,19:10,SXA,8/19/2019,21:40,TGD,C
B0021,119,FB393,8/20/2019,6:55,TGD,8/20/2019,7:55,UYS,C
B0021,120,FB396,8/20/2019,8:35,UYS,8/20/2019,9:40,TGD,C
B0021,121,FB653,8/20/2019,10:20,TGD,8/20/2019,11:35,SXJ,C
B0021,122,FB656,8/20/2019,12:35,SXJ,8/20/2019,13:55,TGD,C
B0021,123,FB681,8/20/2019,14:55,TGD,8/20/2019,16:15,THJ,C
B0021,124,FB682,8/20/2019,17:00,THJ,8/20/2019,18:25,TGD,C
B0021,125,FB629,8/20/2019,19:10,TGD,8/20/2019,20:50,XSJ,C
B0021,126,FB620,8/21/2019,8:00,XSJ,8/21/2019,9:45,TGD,C
B0021,127,FB753,8/21/2019,10:30,TGD,8/21/2019,11:30,XMQ,C
B0021,128,FB1173,8/21/2019,12:10,XMQ,8/21/2019,13:40,NOU,C
B0021,129,FB1174,8/21/2019,14:20,NOU,8/21/2019,15:55,XMQ,C
B0021,130,FB756,8/21/2019,16:35,XMQ,8/21/2019,17:45,TGD,C
B0021,131,FB387,8/21/2019,18:25,TGD,8/21/2019,19:45,YKJ,C
B0021,132,FB390,8/21/2019,20:25,YKJ,8/21/2019,21:55,TGD,C
B0021,133,FB393,8/22/2019,6:55,TGD,8/22/2019,7:55,UYS,C
B0021,134,FB396,8/22/2019,8:35,UYS,8/22/2019,9:40,TGD,C
B0021,135,FB653,8/22/2019,10:20,TGD,8/22/2019,11:35,SXJ,C
B0021,136,FB656,8/22/2019,12:35,SXJ,8/22/2019,13:55,TGD,C
B0021,137,FB385,8/22/2019,14:55,TGD,8/22/2019,16:15,YKJ,C
B0021,138,FB388,8/22/2019,16:55,YKJ,8/22/2019,18:25,TGD,C
B0021,139,FB699,8/22/2019,19:10,TGD,8/22/2019,20:45,BCJ,C
B0021,140,FB692,8/23/2019,7:40,BCJ,8/23/2019,9:20,TGD,C
B0021,141,FB19,8/23/2019,10:00,TGD,8/23/2019,11:05,HOM,C
B0021,142,FB775,8/23/2019,11:55,HOM,8/23/2019,13:50,NOU,C
B0021,143,FB66,8/23/2019,14:30,NOU,8/23/2019,16:05,TGD,C
B0021,144,FB627,8/23/2019,16:45,TGD,8/23/2019,18:30,XSJ,C
B0021,145,FB630,8/23/2019,19:15,XSJ,8/23/2019,21:05,TGD,C
B0021,146,FB671,8/24/2019,7:00,TGD,8/24/2019,8:25,THJ,C
B0021,147,FB674,8/24/2019,9:05,THJ,8/24/2019,10:25,TGD,C
B0021,148,FB395,8/24/2019,11:10,TGD,8/24/2019,12:10,UYS,C
B0021,149,FB398,8/24/2019,12:50,UYS,8/24/2019,13:55,TGD,C
B0021,150,FB69,8/24/2019,15:00,TGD,8/24/2019,16:30,NOU,C
B0021,151,FB74,8/24/2019,17:30,NOU,8/24/2019,19:05,TGD,C
B0021,152,FB321,8/24/2019,19:55,TGD,8/24/2019,20:50,OSY,C
B0021,153,FB312,8/25/2019,7:10,OSY,8/25/2019,8:15,TGD,C
B0021,154,FB747,8/25/2019,8:55,TGD,8/25/2019,9:50,GOQ,C
B0021,155,FB748,8/25/2019,10:40,GOQ,8/25/2019,11:45,TGD,C
B0021,156,FB589,8/25/2019,12:25,TGD,8/25/2019,13:50,MYJ,C
B0021,157,FB592,8/25/2019,14:40,MYJ,8/25/2019,16:10,TGD,C
B0021,158,FB265,8/25/2019,17:00,TGD,8/25/2019,18:50,FBX,C
B0021,159,FB270,8/25/2019,19:40,FBX,8/25/2019,21:25,TGD,C
B0021,160,FB381,8/26/2019,6:50,TGD,8/26/2019,8:05,YKJ,C
B0021,161,FB384,8/26/2019,8:45,YKJ,8/26/2019,10:05,TGD,C
B0021,162,FB469,8/26/2019,10:45,TGD,8/26/2019,13:20,SXA,C
B0021,163,FB1864,8/26/2019,14:05,SXA,8/26/2019,16:50,UDJ,C
B0021,164,FB738,8/26/2019,17:35,UDJ,8/26/2019,18:55,HOM,C
B0021,165,FB1709,8/26/2019,19:35,HOM,8/26/2019,20:50,FBX,C
B0021,166,FB432,8/27/2019,7:30,FBX,8/27/2019,8:45,GKS,C
B0021,167,FB703,8/27/2019,9:45,GKS,8/27/2019,11:30,NOU,C
B0021,168,FB706,8/27/2019,12:10,NOU,8/27/2019,13:55,GKS,C
B0021,169,FB717,8/27/2019,19:30,GKS,8/27/2019,21:10,NOU,C
