em_no,fl_no,date,cls
B0050,FB17,3,F
B0022,FB8559,6,C
B0050,FB8559,6,F
B0022,FB1000,6,C
B0050,FB1000,6,F
B0022,FB583,6,C
B0050,FB583,6,F
B0022,FB584,6,C
B0050,FB584,6,F
B0022,FB583,7,C
B0050,FB583,7,F
B0022,FB584,7,C
B0050,FB584,7,F
B0022,FB91,7,C
B0050,FB91,7,F
B0022,FB92,7,C
B0050,FB92,7,F
B0022,FB583,8,C
B0050,FB583,8,F
B0022,FB584,8,C
B0050,FB584,8,F
B0022,FB623,8,C
B0050,FB623,8,F
B0022,FB626,8,C
B0050,FB626,8,F
B0022,FB265,8,C
B0050,FB265,8,F
B0022,FB240,9,C
B0050,FB240,9,F
B0022,FB675,9,C
B0050,FB675,9,F
B0022,FB1861,9,C
B0050,FB1861,9,F
B0022,FB766,9,C
B0050,FB766,9,F
B0022,FB541,12,C
B0050,FB541,12,F
B0022,FB544,12,C
B0050,FB544,12,F
B0022,FB94,15,C
B0050,FB94,15,F
B0022,FB621,15,C
B0050,FB621,15,F
B0022,FB624,15,C
B0050,FB624,15,F
B0022,FB625,15,C
B0050,FB625,15,F
B0022,FB628,15,C
B0050,FB628,15,F
B0022,FB89,16,C
B0050,FB89,16,F
B0022,FB1748,16,C
B0050,FB1748,16,F
B0022,FB94,19,C
B0050,FB94,19,F
B0022,FB281,19,C
B0050,FB281,19,F
B0022,FB282,19,C
B0050,FB282,19,F
B0022,FB473,19,C
B0050,FB473,19,F
B0022,FB472,19,C
B0050,FB472,19,F
B0022,FB89,20,C
B0050,FB89,20,F
B0022,FB1748,20,C
B0050,FB1748,20,F
B0022,FB94,23,C
B0050,FB94,23,F
B0022,FB281,23,C
B0050,FB281,23,F
B0022,FB282,23,C
B0050,FB282,23,F
B0022,FB473,23,C
B0050,FB473,23,F
B0022,FB472,23,C
B0050,FB472,23,F
B0022,FB89,24,C
B0050,FB89,24,F
B0022,FB1748,24,C
B0050,FB1748,24,F
B0022,FB94,27,C
B0050,FB94,27,F
B0022,FB281,27,C
B0050,FB281,27,F
B0022,FB282,27,C
B0050,FB282,27,F
B0022,FB473,27,C
B0050,FB473,27,F
B0022,FB472,27,C
B0050,FB472,27,F
B0022,FB89,28,C
B0050,FB89,28,F
B0022,FB1748,28,C
B0050,FB1748,28,F
B0022,FB986,31,C
B0050,FB986,31,F
B0022,FB787,31,C
B0050,FB787,31,F
B0022,FB788,31,C
B0050,FB788,31,F
B0022,FB25,31,C
B0050,FB25,31,F
B0023,FB541,3,C
B0051,FB541,3,F
B0023,FB544,3,C
B0051,FB544,3,F
B0023,FB94,6,C
B0051,FB94,6,F
B0023,FB585,6,C
B0051,FB585,6,F
B0023,FB590,6,C
B0051,FB590,6,F
B0023,FB27,6,C
B0051,FB27,6,F
B0023,FB94,9,C
B0051,FB94,9,F
B0023,FB621,9,C
B0051,FB621,9,F
B0023,FB624,9,C
B0051,FB624,9,F
B0023,FB625,9,C
B0051,FB625,9,F
B0023,FB628,9,C
B0051,FB628,9,F
B0023,FB89,10,C
B0051,FB89,10,F
B0023,FB1748,10,C
B0051,FB1748,10,F
B0023,FB8559,13,C
B0051,FB8559,13,F
B0023,FB1000,13,C
B0051,FB1000,13,F
B0023,FB673,13,C
B0051,FB673,13,F
B0023,FB676,13,C
B0051,FB676,13,F
B0023,FB243,14,C
B0051,FB243,14,F
B0023,FB250,14,C
B0051,FB250,14,F
B0023,FB625,14,C
B0051,FB625,14,F
B0023,FB628,14,C
B0051,FB628,14,F
B0023,FB569,14,C
B0051,FB569,14,F
B0023,FB1606,15,C
B0051,FB1606,15,F
B0023,FB1169,15,C
B0051,FB1169,15,F
B0023,FB1170,15,C
B0051,FB1170,15,F
B0023,FB94,18,C
B0051,FB94,18,F
B0023,FB747,18,C
B0051,FB747,18,F
B0023,FB748,18,C
B0051,FB748,18,F
B0023,FB589,18,C
B0051,FB589,18,F
B0023,FB592,18,C
B0051,FB592,18,F
B0023,FB73,18,C
B0051,FB73,18,F
B0023,FB50,19,C
B0051,FB50,19,F
B0023,FB981,19,C
B0051,FB981,19,F
B0023,FB456,19,C
B0051,FB456,19,F
B0023,FB657,19,C
B0051,FB657,19,F
B0023,FB652,20,C
B0051,FB652,20,F
B0023,FB675,20,C
B0051,FB675,20,F
B0023,FB1861,20,C
B0051,FB1861,20,F
B0023,FB766,20,C
B0051,FB766,20,F
B0023,FB986,23,C
B0051,FB986,23,F
B0023,FB787,23,C
B0051,FB787,23,F
B0023,FB788,23,C
B0051,FB788,23,F
B0023,FB25,23,C
B0051,FB25,23,F
B0023,FB986,26,C
B0051,FB986,26,F
B0023,FB747,26,C
B0051,FB747,26,F
B0023,FB748,26,C
B0051,FB748,26,F
B0023,FB589,26,C
B0051,FB589,26,F
B0023,FB592,26,C
B0051,FB592,26,F
B0023,FB265,26,C
B0051,FB265,26,F
B0023,FB240,27,C
B0051,FB240,27,F
B0023,FB675,27,C
B0051,FB675,27,F
B0023,FB1861,27,C
B0051,FB1861,27,F
B0023,FB766,27,C
B0051,FB766,27,F
B0023,FB94,30,C
B0051,FB94,30,F
B0023,FB281,30,C
B0051,FB281,30,F
B0023,FB282,30,C
B0051,FB282,30,F
B0023,FB25,30,C
B0051,FB25,30,F
B0024,FB14,3,C
B0052,FB14,3,F
B0024,FB57,3,C
B0052,FB57,3,F
B0024,FB1142,3,C
B0052,FB1142,3,F
B0024,FB94,7,C
B0052,FB94,7,F
B0024,FB281,7,C
B0052,FB281,7,F
B0024,FB282,7,C
B0052,FB282,7,F
B0024,FB473,7,C
B0052,FB473,7,F
B0024,FB472,7,C
B0052,FB472,7,F
B0024,FB89,8,C
B0052,FB89,8,F
B0024,FB1748,8,C
B0052,FB1748,8,F
B0024,FB94,11,C
B0052,FB94,11,F
B0024,FB281,11,C
B0052,FB281,11,F
B0024,FB282,11,C
B0052,FB282,11,F
B0024,FB473,11,C
B0052,FB473,11,F
B0024,FB472,11,C
B0052,FB472,11,F
B0024,FB89,12,C
B0052,FB89,12,F
B0024,FB1748,12,C
B0052,FB1748,12,F
B0024,FB412,15,C
B0052,FB412,15,F
B0024,FB17,15,C
B0052,FB17,15,F
B0024,FB412,18,C
B0052,FB412,18,F
B0024,FB793,18,C
B0052,FB793,18,F
B0024,FB796,18,C
B0052,FB796,18,F
B0024,FB681,18,C
B0052,FB681,18,F
B0024,FB682,18,C
B0052,FB682,18,F
B0024,FB2153,19,C
B0052,FB2153,19,F
B0024,FB2154,19,C
B0052,FB2154,19,F
B0024,FB1103,19,C
B0052,FB1103,19,F
B0024,FB1104,19,C
B0052,FB1104,19,F
B0024,FB539,19,C
B0052,FB539,19,F
B0024,FB536,20,C
B0052,FB536,20,F
B0024,FB667,20,C
B0052,FB667,20,F
B0024,FB670,20,C
B0052,FB670,20,F
B0024,FB8569,20,C
B0052,FB8569,20,F
B0024,FB412,23,C
B0052,FB412,23,F
B0024,FB17,23,C
B0052,FB17,23,F
B0024,FB541,26,C
B0052,FB541,26,F
B0024,FB544,26,C
B0052,FB544,26,F
B0024,FB8559,29,C
B0052,FB8559,29,F
B0024,FB1000,29,C
B0052,FB1000,29,F
B0024,FB621,29,C
B0052,FB621,29,F
B0024,FB620,30,C
B0052,FB620,30,F
B0024,FB249,30,C
B0052,FB249,30,F
B0024,FB254,30,C
B0052,FB254,30,F
B0024,FB261,30,C
B0052,FB261,30,F
B0024,FB240,31,C
B0052,FB240,31,F
B0024,FB675,31,C
B0052,FB675,31,F
B0024,FB1861,31,C
B0052,FB1861,31,F
B0024,FB1864,31,C
B0052,FB1864,31,F
B0024,FB738,31,C
B0052,FB738,31,F
B0025,FB2176,3,C
B0053,FB2176,3,F
B0025,FB255,3,C
B0053,FB255,3,F
B0025,FB260,3,C
B0053,FB260,3,F
B0025,FB255,4,C
B0053,FB255,4,F
B0025,FB260,4,C
B0053,FB260,4,F
B0025,FB617,4,C
B0053,FB617,4,F
B0025,FB618,5,C
B0053,FB618,5,F
B0025,FB999,5,C
B0053,FB999,5,F
B0025,FB8560,7,C
B0053,FB8560,7,F
B0025,FB523,7,C
B0053,FB523,7,F
B0025,FB1867,7,C
B0053,FB1867,7,F
B0025,FB1868,7,C
B0053,FB1868,7,F
B0025,FB526,7,C
B0053,FB526,7,F
B0025,FB94,10,C
B0053,FB94,10,F
B0025,FB747,10,C
B0053,FB747,10,F
B0025,FB748,10,C
B0053,FB748,10,F
B0025,FB589,10,C
B0053,FB589,10,F
B0025,FB592,10,C
B0053,FB592,10,F
B0025,FB35,10,C
B0053,FB35,10,F
B0025,FB94,13,C
B0053,FB94,13,F
B0025,FB281,13,C
B0053,FB281,13,F
B0025,FB282,13,C
B0053,FB282,13,F
B0025,FB473,13,C
B0053,FB473,13,F
B0025,FB472,13,C
B0053,FB472,13,F
B0025,FB89,14,C
B0053,FB89,14,F
B0025,FB1748,14,C
B0053,FB1748,14,F
B0025,FB94,17,C
B0053,FB94,17,F
B0025,FB281,17,C
B0053,FB281,17,F
B0025,FB282,17,C
B0053,FB282,17,F
B0025,FB473,17,C
B0053,FB473,17,F
B0025,FB472,17,C
B0053,FB472,17,F
B0025,FB89,18,C
B0053,FB89,18,F
B0025,FB1748,18,C
B0053,FB1748,18,F
B0025,FB94,21,C
B0053,FB94,21,F
B0025,FB281,21,C
B0053,FB281,21,F
B0025,FB282,21,C
B0053,FB282,21,F
B0025,FB473,21,C
B0053,FB473,21,F
B0025,FB472,21,C
B0053,FB472,21,F
B0025,FB89,22,C
B0053,FB89,22,F
B0025,FB1748,22,C
B0053,FB1748,22,F
B0025,FB94,25,C
B0053,FB94,25,F
B0025,FB281,25,C
B0053,FB281,25,F
B0025,FB282,25,C
B0053,FB282,25,F
B0025,FB473,25,C
B0053,FB473,25,F
B0025,FB472,25,C
B0053,FB472,25,F
B0025,FB89,26,C
B0053,FB89,26,F
B0025,FB1748,26,C
B0053,FB1748,26,F
B0025,FB94,29,C
B0053,FB94,29,F
B0025,FB281,29,C
B0053,FB281,29,F
B0025,FB282,29,C
B0053,FB282,29,F
B0025,FB473,29,C
B0053,FB473,29,F
B0025,FB472,29,C
B0053,FB472,29,F
B0025,FB89,30,C
B0053,FB89,30,F
B0025,FB1748,30,C
B0053,FB1748,30,F
B0026,FB94,4,C
B0054,FB94,4,F
B0026,FB281,4,C
B0054,FB281,4,F
B0026,FB282,4,C
B0054,FB282,4,F
B0026,FB473,4,C
B0054,FB473,4,F
B0026,FB472,4,C
B0054,FB472,4,F
B0026,FB13,5,C
B0054,FB13,5,F
B0026,FB18,5,C
B0054,FB18,5,F
B0026,FB21,5,C
B0054,FB21,5,F
B0026,FB541,8,C
B0054,FB541,8,F
B0026,FB544,8,C
B0054,FB544,8,F
B0026,FB412,11,C
B0054,FB412,11,F
B0026,FB55,11,C
B0054,FB55,11,F
B0026,FB774,11,C
B0054,FB774,11,F
B0026,FB8559,14,C
B0054,FB8559,14,F
B0026,FB8558,14,C
B0054,FB8558,14,F
B0026,FB531,14,C
B0054,FB531,14,F
B0026,FB534,14,C
B0054,FB534,14,F
B0026,FB671,15,C
B0054,FB671,15,F
B0026,FB674,15,C
B0054,FB674,15,F
B0026,FB395,15,C
B0054,FB395,15,F
B0026,FB398,15,C
B0054,FB398,15,F
B0026,FB385,15,C
B0054,FB385,15,F
B0026,FB388,15,C
B0054,FB388,15,F
B0026,FB451,16,C
B0054,FB451,16,F
B0026,FB454,16,C
B0054,FB454,16,F
B0026,FB589,16,C
B0054,FB589,16,F
B0026,FB592,16,C
B0054,FB592,16,F
B0026,FB35,16,C
B0054,FB35,16,F
B0026,FB986,19,C
B0054,FB986,19,F
B0026,FB747,19,C
B0054,FB747,19,F
B0026,FB748,19,C
B0054,FB748,19,F
B0026,FB589,19,C
B0054,FB589,19,F
B0026,FB592,19,C
B0054,FB592,19,F
B0026,FB35,19,C
B0054,FB35,19,F
B0026,FB8559,22,C
B0054,FB8559,22,F
B0026,FB1000,22,C
B0054,FB1000,22,F
B0026,FB451,22,C
B0054,FB451,22,F
B0026,FB454,22,C
B0054,FB454,22,F
B0026,FB451,23,C
B0054,FB451,23,F
B0026,FB454,23,C
B0054,FB454,23,F
B0026,FB589,23,C
B0054,FB589,23,F
B0026,FB592,23,C
B0054,FB592,23,F
B0026,FB265,23,C
B0054,FB265,23,F
B0026,FB240,24,C
B0054,FB240,24,F
B0026,FB675,24,C
B0054,FB675,24,F
B0026,FB1861,24,C
B0054,FB1861,24,F
B0026,FB1864,24,C
B0054,FB1864,24,F
B0026,FB738,24,C
B0054,FB738,24,F
B0026,FB412,27,C
B0054,FB412,27,F
B0026,FB17,27,C
B0054,FB17,27,F
B0026,FB541,30,C
B0054,FB541,30,F
B0026,FB544,30,C
B0054,FB544,30,F
B0027,FB986,4,C
B0055,FB986,4,F
B0027,FB17,4,C
B0055,FB17,4,F
B0027,FB986,7,C
B0055,FB986,7,F
B0027,FB621,7,C
B0055,FB621,7,F
B0027,FB624,7,C
B0055,FB624,7,F
B0027,FB625,7,C
B0055,FB625,7,F
B0027,FB628,7,C
B0055,FB628,7,F
B0027,FB93,8,C
B0055,FB93,8,F
B0027,FB523,8,C
B0055,FB523,8,F
B0027,FB1867,8,C
B0055,FB1867,8,F
B0027,FB766,8,C
B0055,FB766,8,F
B0027,FB986,11,C
B0055,FB986,11,F
B0027,FB747,11,C
B0055,FB747,11,F
B0027,FB748,11,C
B0055,FB748,11,F
B0027,FB589,11,C
B0055,FB589,11,F
B0027,FB592,11,C
B0055,FB592,11,F
B0027,FB265,11,C
B0055,FB265,11,F
B0027,FB240,12,C
B0055,FB240,12,F
B0027,FB675,12,C
B0055,FB675,12,F
B0027,FB1861,12,C
B0055,FB1861,12,F
B0027,FB766,12,C
B0055,FB766,12,F
B0027,FB541,15,C
B0055,FB541,15,F
B0027,FB544,15,C
B0055,FB544,15,F
B0027,FB541,18,C
B0055,FB541,18,F
B0027,FB544,18,C
B0055,FB544,18,F
B0027,FB412,21,C
B0055,FB412,21,F
B0027,FB17,21,C
B0055,FB17,21,F
B0027,FB541,24,C
B0055,FB541,24,F
B0027,FB544,24,C
B0055,FB544,24,F
B0027,FB541,27,C
B0055,FB541,27,F
B0027,FB544,27,C
B0055,FB544,27,F
B0027,FB1731,31,C
B0055,FB1731,31,F
B0027,FB1734,31,C
B0055,FB1734,31,F
B0028,FB541,4,C
B0056,FB541,4,F
B0028,FB544,4,C
B0056,FB544,4,F
B0028,FB412,7,C
B0056,FB412,7,F
B0028,FB57,7,C
B0056,FB57,7,F
B0028,FB1142,7,C
B0056,FB1142,7,F
B0028,FB412,10,C
B0056,FB412,10,F
B0028,FB245,10,C
B0056,FB245,10,F
B0028,FB289,10,C
B0056,FB289,10,F
B0028,FB68,10,C
B0056,FB68,10,F
B0028,FB791,11,C
B0056,FB791,11,F
B0028,FB794,11,C
B0056,FB794,11,F
B0028,FB25,11,C
B0056,FB25,11,F
B0028,FB94,14,C
B0056,FB94,14,F
B0028,FB57,14,C
B0056,FB57,14,F
B0028,FB1142,14,C
B0056,FB1142,14,F
B0028,FB541,17,C
B0056,FB541,17,F
B0028,FB544,17,C
B0056,FB544,17,F
B0028,FB94,20,C
B0056,FB94,20,F
B0028,FB281,20,C
B0056,FB281,20,F
B0028,FB282,20,C
B0056,FB282,20,F
B0028,FB25,20,C
B0056,FB25,20,F
B0028,FB541,23,C
B0056,FB541,23,F
B0028,FB544,23,C
B0056,FB544,23,F
B0028,FB14,26,C
B0056,FB14,26,F
B0028,FB57,26,C
B0056,FB57,26,F
B0028,FB1142,26,C
B0056,FB1142,26,F
B0028,FB986,29,C
B0056,FB986,29,F
B0028,FB315,29,C
B0056,FB315,29,F
B0028,FB1181,29,C
B0056,FB1181,29,F
B0028,FB1182,29,C
B0056,FB1182,29,F
B0028,FB320,29,C
B0056,FB320,29,F
B0028,FB57,30,C
B0056,FB57,30,F
B0028,FB1142,30,C
B0056,FB1142,30,F
B0029,FB14,4,C
B0057,FB14,4,F
B0029,FB57,4,C
B0057,FB57,4,F
B0029,FB1142,4,C
B0057,FB1142,4,F
B0029,FB541,7,C
B0057,FB541,7,F
B0029,FB544,7,C
B0057,FB544,7,F
B0029,FB986,10,C
B0057,FB986,10,F
B0029,FB17,10,C
B0057,FB17,10,F
B0029,FB412,13,C
B0057,FB412,13,F
B0029,FB17,13,C
B0057,FB17,13,F
B0029,FB8559,16,C
B0057,FB8559,16,F
B0029,FB8560,16,C
B0057,FB8560,16,F
B0029,FB541,19,C
B0057,FB541,19,F
B0029,FB544,19,C
B0057,FB544,19,F
B0029,FB94,22,C
B0057,FB94,22,F
B0029,FB281,22,C
B0057,FB281,22,F
B0029,FB282,22,C
B0057,FB282,22,F
B0029,FB473,22,C
B0057,FB473,22,F
B0029,FB472,22,C
B0057,FB472,22,F
B0029,FB583,23,C
B0057,FB583,23,F
B0029,FB584,23,C
B0057,FB584,23,F
B0029,FB23,23,C
B0057,FB23,23,F
B0029,FB2176,26,C
B0057,FB2176,26,F
B0029,FB981,26,C
B0057,FB981,26,F
B0029,FB982,27,C
B0057,FB982,27,F
B0029,FB645,27,C
B0057,FB645,27,F
B0029,FB648,27,C
B0057,FB648,27,F
B0029,FB273,27,C
B0057,FB273,27,F
B0029,FB1203,28,C
B0057,FB1203,28,F
B0029,FB764,28,C
B0057,FB764,28,F
B0030,FB765,4,C
B0058,FB765,4,F
B0030,FB470,4,C
B0058,FB470,4,F
B0030,FB495,4,C
B0058,FB495,4,F
B0030,FB703,5,C
B0058,FB703,5,F
B0030,FB706,5,C
B0058,FB706,5,F
B0030,FB447,5,C
B0058,FB447,5,F
B0030,FB432,6,C
B0058,FB432,6,F
B0030,FB492,7,C
B0058,FB492,7,F
B0030,FB21,7,C
B0058,FB21,7,F
B0030,FB541,10,C
B0058,FB541,10,F
B0030,FB544,10,C
B0058,FB544,10,F
B0030,FB541,13,C
B0058,FB541,13,F
B0030,FB544,13,C
B0058,FB544,13,F
B0030,FB94,16,C
B0058,FB94,16,F
B0030,FB621,16,C
B0058,FB621,16,F
B0030,FB624,16,C
B0058,FB624,16,F
B0030,FB625,16,C
B0058,FB625,16,F
B0030,FB628,16,C
B0058,FB628,16,F
B0030,FB641,17,C
B0058,FB641,17,F
B0030,FB644,17,C
B0058,FB644,17,F
B0030,FB609,17,C
B0058,FB609,17,F
B0030,FB610,17,C
B0058,FB610,17,F
B0030,FB37,17,C
B0058,FB37,17,F
B0030,FB412,20,C
B0058,FB412,20,F
B0030,FB57,20,C
B0058,FB57,20,F
B0030,FB1142,20,C
B0058,FB1142,20,F
B0030,FB14,23,C
B0058,FB14,23,F
B0030,FB991,23,C
B0058,FB991,23,F
B0030,FB16,26,C
B0058,FB16,26,F
B0030,FB25,26,C
B0058,FB25,26,F
B0030,FB412,29,C
B0058,FB412,29,F
B0030,FB17,29,C
B0058,FB17,29,F
B0031,FB22,4,C
B0059,FB22,4,F
B0031,FB25,4,C
B0059,FB25,4,F
B0031,FB14,7,C
B0059,FB14,7,F
B0031,FB991,7,C
B0059,FB991,7,F
B0031,FB2176,10,C
B0059,FB2176,10,F
B0031,FB573,10,C
B0059,FB573,10,F
B0031,FB574,10,C
B0059,FB574,10,F
B0031,FB1101,11,C
B0059,FB1101,11,F
B0031,FB1102,12,C
B0059,FB1102,12,F
B0031,FB265,12,C
B0059,FB265,12,F
B0031,FB270,12,C
B0059,FB270,12,F
B0031,FB999,12,C
B0059,FB999,12,F
B0031,FB8560,14,C
B0059,FB8560,14,F
B0031,FB1795,14,C
B0059,FB1795,14,F
B0031,FB1796,14,C
B0059,FB1796,14,F
B0031,FB2176,17,C
B0059,FB2176,17,F
B0031,FB25,17,C
B0059,FB25,17,F
B0031,FB541,20,C
B0059,FB541,20,F
B0031,FB544,20,C
B0059,FB544,20,F
B0031,FB16,24,C
B0059,FB16,24,F
B0031,FB255,24,C
B0059,FB255,24,F
B0031,FB262,24,C
B0059,FB262,24,F
B0031,FB25,25,C
B0059,FB25,25,F
B0031,FB30,25,C
B0059,FB30,25,F
B0031,FB35,25,C
B0059,FB35,25,F
B0031,FB8559,28,C
B0059,FB8559,28,F
B0031,FB8560,28,C
B0059,FB8560,28,F
B0032,FB94,5,C
B0060,FB94,5,F
B0032,FB281,5,C
B0060,FB281,5,F
B0032,FB282,5,C
B0060,FB282,5,F
B0032,FB473,5,C
B0060,FB473,5,F
B0032,FB472,5,C
B0060,FB472,5,F
B0032,FB89,6,C
B0060,FB89,6,F
B0032,FB1748,6,C
B0060,FB1748,6,F
B0032,FB412,9,C
B0060,FB412,9,F
B0032,FB17,9,C
B0060,FB17,9,F
B0032,FB14,12,C
B0060,FB14,12,F
B0032,FB383,12,C
B0060,FB383,12,F
B0032,FB386,12,C
B0060,FB386,12,F
B0032,FB475,12,C
B0060,FB475,12,F
B0032,FB8558,13,C
B0060,FB8558,13,F
B0032,FB55,13,C
B0060,FB55,13,F
B0032,FB774,13,C
B0060,FB774,13,F
B0032,FB986,16,C
B0060,FB986,16,F
B0032,FB17,16,C
B0060,FB17,16,F
B0032,FB14,19,C
B0060,FB14,19,F
B0032,FB471,19,C
B0060,FB471,19,F
B0032,FB470,19,C
B0060,FB470,19,F
B0032,FB395,20,C
B0060,FB395,20,F
B0032,FB398,20,C
B0060,FB398,20,F
B0032,FB645,20,C
B0060,FB645,20,F
B0032,FB648,20,C
B0060,FB648,20,F
B0032,FB273,20,C
B0060,FB273,20,F
B0032,FB1203,21,C
B0060,FB1203,21,F
B0032,FB764,21,C
B0060,FB764,21,F
B0032,FB1731,24,C
B0060,FB1731,24,F
B0032,FB1734,24,C
B0060,FB1734,24,F
B0032,FB14,27,C
B0060,FB14,27,F
B0032,FB1103,27,C
B0060,FB1103,27,F
B0032,FB1104,27,C
B0060,FB1104,27,F
B0032,FB297,28,C
B0060,FB297,28,F
B0032,FB298,28,C
B0060,FB298,28,F
B0032,FB81,28,C
B0060,FB81,28,F
B0032,FB774,29,C
B0060,FB774,29,F
B0032,FB767,29,C
B0060,FB767,29,F
B0032,FB770,29,C
B0060,FB770,29,F
B0033,FB412,5,C
B0061,FB412,5,F
B0033,FB245,5,C
B0061,FB245,5,F
B0033,FB289,5,C
B0061,FB289,5,F
B0033,FB4875,5,C
B0061,FB4875,5,F
B0033,FB742,6,C
B0061,FB742,6,F
B0033,FB455,6,C
B0061,FB455,6,F
B0033,FB458,6,C
B0061,FB458,6,F
B0033,FB99,6,C
B0061,FB99,6,F
B0033,FB541,9,C
B0061,FB541,9,F
B0033,FB544,9,C
B0061,FB544,9,F
B0033,FB2176,12,C
B0061,FB2176,12,F
B0033,FB471,12,C
B0061,FB471,12,F
B0033,FB470,12,C
B0061,FB470,12,F
B0033,FB387,12,C
B0061,FB387,12,F
B0033,FB382,13,C
B0061,FB382,13,F
B0033,FB663,13,C
B0061,FB663,13,F
B0033,FB666,13,C
B0061,FB666,13,F
B0033,FB789,13,C
B0061,FB789,13,F
B0033,FB790,13,C
B0061,FB790,13,F
B0033,FB87,14,C
B0061,FB87,14,F
B0033,FB88,14,C
B0061,FB88,14,F
B0033,FB799,14,C
B0061,FB799,14,F
B0033,FB800,15,C
B0061,FB800,15,F
B0033,FB97,15,C
B0061,FB97,15,F
B0033,FB14,18,C
B0061,FB14,18,F
B0033,FB21,18,C
B0061,FB21,18,F
B0033,FB541,21,C
B0061,FB541,21,F
B0033,FB544,21,C
B0061,FB544,21,F
B0033,FB541,25,C
B0061,FB541,25,F
B0033,FB544,25,C
B0061,FB544,25,F
B0033,FB94,28,C
B0061,FB94,28,F
B0033,FB281,28,C
B0061,FB281,28,F
B0033,FB282,28,C
B0061,FB282,28,F
B0033,FB473,28,C
B0061,FB473,28,F
B0033,FB472,28,C
B0061,FB472,28,F
B0033,FB13,29,C
B0061,FB13,29,F
B0033,FB18,29,C
B0061,FB18,29,F
B0033,FB663,29,C
B0061,FB663,29,F
B0033,FB666,29,C
B0061,FB666,29,F
B0033,FB789,29,C
B0061,FB789,29,F
B0033,FB788,30,C
B0061,FB788,30,F
B0033,FB473,30,C
B0061,FB473,30,F
B0033,FB472,30,C
B0061,FB472,30,F
B0033,FB687,30,C
B0061,FB687,30,F
B0033,FB1271,31,C
B0061,FB1271,31,F
B0033,FB1693,31,C
B0061,FB1693,31,F
B0033,FB1868,31,C
B0061,FB1868,31,F
B0033,FB526,31,C
B0061,FB526,31,F
B0034,FB986,5,C
B0062,FB986,5,F
B0034,FB55,5,C
B0062,FB55,5,F
B0034,FB58,5,C
B0062,FB58,5,F
B0034,FB625,5,C
B0062,FB625,5,F
B0034,FB628,5,C
B0062,FB628,5,F
B0034,FB675,6,C
B0062,FB675,6,F
B0034,FB1861,6,C
B0062,FB1861,6,F
B0034,FB1864,6,C
B0062,FB1864,6,F
B0034,FB738,6,C
B0062,FB738,6,F
B0034,FB14,9,C
B0062,FB14,9,F
B0034,FB57,9,C
B0062,FB57,9,F
B0034,FB1142,9,C
B0062,FB1142,9,F
B0034,FB1731,12,C
B0062,FB1731,12,F
