em_no,leg_no,fl_no,dpt_date,dpt_time,dpt_ap,arr_date,arr_time,arr_ap,cls
B0004,1,FB1141,8/7/2019,14:40,HOM,8/7/2019,16:35,NOU,F
B0004,2,FB780,8/7/2019,17:55,NOU,8/7/2019,19:45,HOM,F
B0004,3,FB731,8/8/2019,8:05,HOM,8/8/2019,9:20,UDJ,F
B0004,4,FB740,8/18/2019,18:55,UDJ,8/18/2019,20:20,HOM,F
B0004,5,FB1795,8/19/2019,9:15,HOM,8/19/2019,11:20,MMC,F
B0004,6,FB1796,8/19/2019,12:00,MMC,8/19/2019,14:25,HOM,F
B0005,1,FB1141,8/1/2019,14:40,HOM,8/1/2019,16:35,NOU,C
B0005,2,FB74,8/1/2019,17:30,NOU,8/1/2019,19:05,TGD,C
B0005,3,FB273,8/1/2019,19:45,TGD,8/1/2019,21:40,FBX,C
B0005,4,FB1203,8/2/2019,8:45,FBX,8/2/2019,10:30,SXA,C
B0005,5,FB1206,8/2/2019,11:10,SXA,8/2/2019,12:55,FBX,C
B0005,6,FB264,8/2/2019,17:35,FBX,8/2/2019,19:25,TGD,C
B0005,7,FB593,8/3/2019,15:00,TGD,8/3/2019,16:25,MYJ,C
B0005,8,FB596,8/3/2019,17:15,MYJ,8/3/2019,18:50,TGD,C
B0005,9,FB271,8/3/2019,19:30,TGD,8/3/2019,21:20,FBX,C
B0005,10,FB1203,8/4/2019,8:45,FBX,8/4/2019,10:30,SXA,C
B0005,11,FB1206,8/4/2019,11:10,SXA,8/4/2019,12:55,FBX,C
B0005,12,FB266,8/4/2019,18:25,FBX,8/4/2019,20:10,TGD,C
B0005,13,FB1103,8/5/2019,15:30,TGD,8/5/2019,17:00,HWJ,C
B0005,14,FB1104,8/5/2019,17:40,HWJ,8/5/2019,19:20,TGD,C
B0005,15,FB479,8/5/2019,20:00,TGD,8/5/2019,22:30,SXA,C
B0005,16,FB1734,8/6/2019,10:40,SXA,8/6/2019,12:45,HOM,C
B0005,17,FB28,8/6/2019,14:00,HOM,8/6/2019,15:15,TGD,C
B0005,18,FB397,8/6/2019,15:55,TGD,8/6/2019,16:55,UYS,C
B0005,19,FB400,8/6/2019,17:50,UYS,8/6/2019,18:55,TGD,C
B0005,20,FB687,8/6/2019,19:35,TGD,8/6/2019,21:00,THJ,C
B0005,21,FB1271,8/7/2019,8:00,THJ,8/7/2019,10:00,NOU,C
B0005,22,FB774,8/7/2019,11:05,NOU,8/7/2019,12:55,HOM,C
B0005,23,FB2176,8/8/2019,7:50,HOM,8/8/2019,9:10,TGD,C
B0005,24,FB681,8/8/2019,14:55,TGD,8/8/2019,16:15,THJ,C
B0005,25,FB682,8/8/2019,17:00,THJ,8/8/2019,18:25,TGD,C
B0005,26,FB257,8/9/2019,14:15,TGD,8/9/2019,16:00,FBX,C
B0005,27,FB264,8/9/2019,17:35,FBX,8/9/2019,19:25,TGD,C
B0005,28,FB389,8/9/2019,20:05,TGD,8/9/2019,21:25,YKJ,C
B0005,29,FB390,8/10/2019,20:25,YKJ,8/10/2019,21:55,TGD,C
B0005,30,FB999,8/10/2019,22:55,TGD,8/11/2019,1:35,SXA,C
B0005,31,FB2158,8/12/2019,11:40,SXA,8/12/2019,14:25,TGD,C
B0005,32,FB697,8/12/2019,15:25,TGD,8/12/2019,17:00,BCJ,C
B0005,33,FB692,8/14/2019,7:40,BCJ,8/14/2019,9:20,TGD,C
B0005,34,FB257,8/14/2019,14:15,TGD,8/14/2019,16:00,FBX,C
B0005,35,FB262,8/14/2019,16:50,FBX,8/14/2019,18:40,TGD,C
B0005,36,FB67,8/15/2019,14:00,TGD,8/15/2019,15:35,NOU,C
B0005,37,FB70,8/15/2019,16:30,NOU,8/15/2019,18:05,TGD,C
B0005,38,FB617,8/15/2019,18:50,TGD,8/15/2019,20:25,XMH,C
B0005,39,FB508,8/16/2019,15:50,XMH,8/16/2019,16:55,HOM,C
B0005,40,FB1647,8/16/2019,17:50,HOM,8/16/2019,18:40,MYJ,C
B0005,41,FB598,8/16/2019,19:30,MYJ,8/16/2019,21:05,TGD,C
B0005,42,FB999,8/16/2019,22:55,TGD,8/17/2019,1:35,SXA,C
B0005,43,FB1206,8/18/2019,11:15,SXA,8/18/2019,13:00,FBX,C
B0005,44,FB260,8/18/2019,16:15,FBX,8/18/2019,18:05,TGD,C
B0005,45,FB617,8/18/2019,18:50,TGD,8/18/2019,20:25,XMH,C
B0005,46,FB602,8/19/2019,8:05,XMH,8/19/2019,9:45,TGD,C
B0005,47,FB67,8/19/2019,14:00,TGD,8/19/2019,15:35,NOU,C
B0005,48,FB70,8/19/2019,16:30,NOU,8/19/2019,18:05,TGD,C
B0005,49,FB255,8/20/2019,13:35,TGD,8/20/2019,15:25,FBX,C
B0005,50,FB262,8/20/2019,16:50,FBX,8/20/2019,18:40,TGD,C
B0005,51,FB41,8/20/2019,19:20,TGD,8/20/2019,20:35,HOM,C
B0006,1,FB1141,8/1/2019,14:40,HOM,8/1/2019,16:35,NOU,F
B0006,2,FB74,8/1/2019,17:30,NOU,8/1/2019,19:05,TGD,F
B0006,3,FB273,8/1/2019,19:45,TGD,8/1/2019,21:40,FBX,F
B0006,4,FB1203,8/2/2019,8:45,FBX,8/2/2019,10:30,SXA,F
B0006,5,FB1206,8/2/2019,11:10,SXA,8/2/2019,12:55,FBX,F
B0006,6,FB264,8/2/2019,17:35,FBX,8/2/2019,19:25,TGD,F
B0006,7,FB593,8/3/2019,15:00,TGD,8/3/2019,16:25,MYJ,F
B0006,8,FB596,8/3/2019,17:15,MYJ,8/3/2019,18:50,TGD,F
B0006,9,FB271,8/3/2019,19:30,TGD,8/3/2019,21:20,FBX,F
B0006,10,FB1203,8/4/2019,8:45,FBX,8/4/2019,10:30,SXA,F
B0006,11,FB1206,8/4/2019,11:10,SXA,8/4/2019,12:55,FBX,F
B0006,12,FB266,8/4/2019,18:25,FBX,8/4/2019,20:10,TGD,F
B0006,13,FB1103,8/5/2019,15:30,TGD,8/5/2019,17:00,HWJ,F
B0006,14,FB1104,8/5/2019,17:40,HWJ,8/5/2019,19:20,TGD,F
B0006,15,FB479,8/5/2019,20:00,TGD,8/5/2019,22:30,SXA,F
B0006,16,FB1734,8/6/2019,10:40,SXA,8/6/2019,12:45,HOM,F
B0006,17,FB28,8/6/2019,14:00,HOM,8/6/2019,15:15,TGD,F
B0006,18,FB397,8/6/2019,15:55,TGD,8/6/2019,16:55,UYS,F
B0006,19,FB400,8/6/2019,17:50,UYS,8/6/2019,18:55,TGD,F
B0006,20,FB687,8/6/2019,19:35,TGD,8/6/2019,21:00,THJ,F
B0006,21,FB1271,8/7/2019,8:00,THJ,8/7/2019,10:00,NOU,F
B0006,22,FB774,8/7/2019,11:05,NOU,8/7/2019,12:55,HOM,F
B0006,23,FB2176,8/8/2019,7:50,HOM,8/8/2019,9:10,TGD,F
B0006,24,FB681,8/8/2019,14:55,TGD,8/8/2019,16:15,THJ,F
B0006,25,FB682,8/8/2019,17:00,THJ,8/8/2019,18:25,TGD,F
B0006,26,FB257,8/9/2019,14:15,TGD,8/9/2019,16:00,FBX,F
B0006,27,FB264,8/9/2019,17:35,FBX,8/9/2019,19:25,TGD,F
B0006,28,FB389,8/9/2019,20:05,TGD,8/9/2019,21:25,YKJ,F
B0006,29,FB390,8/10/2019,20:25,YKJ,8/10/2019,21:55,TGD,F
B0006,30,FB999,8/10/2019,22:55,TGD,8/11/2019,1:35,SXA,F
B0006,31,FB2158,8/12/2019,11:40,SXA,8/12/2019,14:25,TGD,F
B0006,32,FB697,8/12/2019,15:25,TGD,8/12/2019,17:00,BCJ,F
B0006,33,FB692,8/14/2019,7:40,BCJ,8/14/2019,9:20,TGD,F
B0006,34,FB257,8/14/2019,14:15,TGD,8/14/2019,16:00,FBX,F
B0006,35,FB262,8/14/2019,16:50,FBX,8/14/2019,18:40,TGD,F
B0006,36,FB67,8/15/2019,14:00,TGD,8/15/2019,15:35,NOU,F
B0006,37,FB70,8/15/2019,16:30,NOU,8/15/2019,18:05,TGD,F
B0006,38,FB617,8/15/2019,18:50,TGD,8/15/2019,20:25,XMH,F
B0006,39,FB508,8/16/2019,15:50,XMH,8/16/2019,16:55,HOM,F
B0006,40,FB1647,8/16/2019,17:50,HOM,8/16/2019,18:40,MYJ,F
B0006,41,FB598,8/16/2019,19:30,MYJ,8/16/2019,21:05,TGD,F
B0006,42,FB999,8/16/2019,22:55,TGD,8/17/2019,1:35,SXA,F
B0006,43,FB1206,8/18/2019,11:15,SXA,8/18/2019,13:00,FBX,F
B0006,44,FB260,8/18/2019,16:15,FBX,8/18/2019,18:05,TGD,F
B0006,45,FB617,8/18/2019,18:50,TGD,8/18/2019,20:25,XMH,F
B0006,46,FB602,8/19/2019,8:05,XMH,8/19/2019,9:45,TGD,F
B0006,47,FB67,8/19/2019,14:00,TGD,8/19/2019,15:35,NOU,F
B0006,48,FB70,8/19/2019,16:30,NOU,8/19/2019,18:05,TGD,F
B0006,49,FB255,8/20/2019,13:35,TGD,8/20/2019,15:25,FBX,F
B0006,50,FB262,8/20/2019,16:50,FBX,8/20/2019,18:40,TGD,F
B0006,51,FB41,8/20/2019,19:20,TGD,8/20/2019,20:35,HOM,F
B0007,1,FB32,8/1/2019,16:00,HOM,8/1/2019,17:15,TGD,C
B0007,2,FB2159,8/1/2019,17:55,TGD,8/1/2019,20:40,SXA,C
B0007,3,FB460,8/2/2019,8:00,SXA,8/2/2019,10:25,TGD,C
B0007,4,FB1895,8/2/2019,15:55,TGD,8/2/2019,16:45,TAN,C
B0007,5,FB1892,8/6/2019,9:00,TAN,8/6/2019,9:55,TGD,C
B0007,6,FB261,8/6/2019,15:45,TGD,8/6/2019,17:35,FBX,C
B0007,7,FB266,8/6/2019,18:25,FBX,8/6/2019,20:10,TGD,C
B0007,8,FB455,8/7/2019,16:05,TGD,8/7/2019,17:55,TUK,C
B0007,9,FB1106,8/10/2019,22:00,TUK,8/10/2019,23:50,TGD,C
B0007,10,FB71,8/11/2019,16:00,TGD,8/11/2019,17:30,NOU,C
B0007,11,FB578,8/11/2019,18:20,NOU,8/11/2019,20:10,HOM,C
B0007,12,FB36,8/12/2019,18:00,HOM,8/12/2019,19:15,TGD,C
B0007,13,FB415,8/12/2019,20:15,TGD,8/12/2019,21:30,HOM,C
B0007,14,FB40,8/16/2019,20:20,HOM,8/16/2019,21:35,TGD,C
B0007,15,FB81,8/17/2019,20:50,TGD,8/17/2019,22:25,NOU,C
B0007,16,FB78,8/18/2019,19:30,NOU,8/18/2019,21:05,TGD,C
B0007,17,FB99,8/19/2019,21:00,TGD,8/19/2019,22:20,HOM,C
B0007,18,FB34,8/20/2019,17:00,HOM,8/20/2019,18:15,TGD,C
B0007,19,FB689,8/20/2019,20:30,TGD,8/20/2019,21:55,THJ,C
B0007,20,FB1271,8/23/2019,8:00,THJ,8/23/2019,10:00,NOU,C
B0007,21,FB780,8/23/2019,17:55,NOU,8/23/2019,19:45,HOM,C
B0008,1,FB32,8/1/2019,16:00,HOM,8/1/2019,17:15,TGD,F
B0008,2,FB2159,8/1/2019,17:55,TGD,8/1/2019,20:40,SXA,F
B0008,3,FB460,8/2/2019,8:00,SXA,8/2/2019,10:25,TGD,F
B0008,4,FB1895,8/2/2019,15:55,TGD,8/2/2019,16:45,TAN,F
B0008,5,FB1892,8/6/2019,9:00,TAN,8/6/2019,9:55,TGD,F
B0008,6,FB261,8/6/2019,15:45,TGD,8/6/2019,17:35,FBX,F
B0008,7,FB266,8/6/2019,18:25,FBX,8/6/2019,20:10,TGD,F
B0008,8,FB455,8/7/2019,16:05,TGD,8/7/2019,17:55,TUK,F
B0008,9,FB1106,8/10/2019,22:00,TUK,8/10/2019,23:50,TGD,F
B0008,10,FB71,8/11/2019,16:00,TGD,8/11/2019,17:30,NOU,F
B0008,11,FB578,8/11/2019,18:20,NOU,8/11/2019,20:10,HOM,F
B0008,12,FB36,8/12/2019,18:00,HOM,8/12/2019,19:15,TGD,F
B0008,13,FB415,8/12/2019,20:15,TGD,8/12/2019,21:30,HOM,F
B0008,14,FB40,8/16/2019,20:20,HOM,8/16/2019,21:35,TGD,F
B0008,15,FB81,8/17/2019,20:50,TGD,8/17/2019,22:25,NOU,F
B0008,16,FB78,8/18/2019,19:30,NOU,8/18/2019,21:05,TGD,F
B0008,17,FB99,8/19/2019,21:00,TGD,8/19/2019,22:20,HOM,F
B0008,18,FB34,8/20/2019,17:00,HOM,8/20/2019,18:15,TGD,F
B0008,19,FB689,8/20/2019,20:30,TGD,8/20/2019,21:55,THJ,F
B0008,20,FB1271,8/23/2019,8:00,THJ,8/23/2019,10:00,NOU,F
B0008,21,FB780,8/23/2019,17:55,NOU,8/23/2019,19:45,HOM,F
B0009,1,FB1717,8/1/2019,16:15,HOM,8/1/2019,18:10,NOU,C
B0009,2,FB1272,8/1/2019,18:50,NOU,8/1/2019,20:50,THJ,C
B0009,3,FB690,8/1/2019,21:35,THJ,8/1/2019,23:00,TGD,C
B0009,4,FB455,8/2/2019,16:05,TGD,8/2/2019,17:55,TUK,C
B0009,5,FB982,8/6/2019,12:15,TUK,8/6/2019,14:00,TGD,C
B0009,6,FB71,8/6/2019,16:00,TGD,8/6/2019,17:30,NOU,C
B0009,7,FB578,8/6/2019,18:20,NOU,8/6/2019,20:10,HOM,C
B0009,8,FB1731,8/7/2019,8:00,HOM,8/7/2019,10:00,SXA,C
B0009,9,FB1734,8/7/2019,10:40,SXA,8/7/2019,12:45,HOM,C
B0009,10,FB1731,8/8/2019,8:00,HOM,8/8/2019,10:00,SXA,C
B0009,11,FB1734,8/8/2019,10:40,SXA,8/8/2019,12:45,HOM,C
B0009,12,FB16,8/9/2019,8:00,HOM,8/9/2019,9:15,TGD,C
B0009,13,FB259,8/9/2019,15:00,TGD,8/9/2019,16:45,FBX,C
B0009,14,FB240,8/10/2019,7:00,FBX,8/10/2019,8:40,TGD,C
B0009,15,FB257,8/10/2019,14:15,TGD,8/10/2019,16:00,FBX,C
B0009,16,FB262,8/10/2019,16:50,FBX,8/10/2019,18:40,TGD,C
B0009,17,FB475,8/11/2019,14:30,TGD,8/11/2019,17:00,SXA,C
B0009,18,FB308,8/11/2019,18:00,SXA,8/11/2019,20:10,GKS,C
B0009,19,FB301,8/12/2019,8:40,GKS,8/12/2019,10:55,SXA,C
B0009,20,FB468,8/12/2019,14:20,SXA,8/12/2019,16:55,TGD,C
B0009,21,FB613,8/12/2019,17:40,TGD,8/12/2019,19:20,XMH,C
B0009,22,FB508,8/13/2019,15:50,XMH,8/13/2019,16:55,HOM,C
B0009,23,FB1647,8/13/2019,17:50,HOM,8/13/2019,18:40,MYJ,C
B0009,24,FB598,8/13/2019,19:30,MYJ,8/13/2019,21:05,TGD,C
B0009,25,FB999,8/13/2019,22:55,TGD,8/14/2019,1:35,SXA,C
B0009,26,FB1000,8/15/2019,3:35,SXA,8/15/2019,5:55,TGD,C
B0009,27,FB257,8/16/2019,14:15,TGD,8/16/2019,16:00,FBX,C
B0009,28,FB262,8/16/2019,16:50,FBX,8/16/2019,18:40,TGD,C
B0009,29,FB299,8/16/2019,19:20,TGD,8/16/2019,20:35,OOJ,C
B0009,30,FB1102,8/17/2019,14:55,OOJ,8/17/2019,16:10,TGD,C
B0009,31,FB35,8/17/2019,17:00,TGD,8/17/2019,18:10,HOM,C
B0009,32,FB16,8/18/2019,8:00,HOM,8/18/2019,9:15,TGD,C
B0009,33,FB997,8/18/2019,14:05,TGD,8/18/2019,15:20,OAX,C
B0009,34,FB998,8/18/2019,16:05,OAX,8/18/2019,17:25,TGD,C
B0009,35,FB657,8/18/2019,18:05,TGD,8/18/2019,19:20,SXJ,C
B0009,36,FB652,8/19/2019,7:10,SXJ,8/19/2019,8:25,TGD,C
B0009,37,FB31,8/19/2019,15:00,TGD,8/19/2019,16:05,HOM,C
B0010,1,FB1717,8/1/2019,16:15,HOM,8/1/2019,18:10,NOU,F
B0010,2,FB1272,8/1/2019,18:50,NOU,8/1/2019,20:50,THJ,F
B0010,3,FB690,8/1/2019,21:35,THJ,8/1/2019,23:00,TGD,F
B0010,4,FB455,8/2/2019,16:05,TGD,8/2/2019,17:55,TUK,F
B0010,5,FB982,8/6/2019,12:15,TUK,8/6/2019,14:00,TGD,F
B0010,6,FB71,8/6/2019,16:00,TGD,8/6/2019,17:30,NOU,F
B0010,7,FB578,8/6/2019,18:20,NOU,8/6/2019,20:10,HOM,F
B0010,8,FB1731,8/7/2019,8:00,HOM,8/7/2019,10:00,SXA,F
B0010,9,FB1734,8/7/2019,10:40,SXA,8/7/2019,12:45,HOM,F
B0010,10,FB1731,8/8/2019,8:00,HOM,8/8/2019,10:00,SXA,F
B0010,11,FB1734,8/8/2019,10:40,SXA,8/8/2019,12:45,HOM,F
B0010,12,FB16,8/9/2019,8:00,HOM,8/9/2019,9:15,TGD,F
B0010,13,FB259,8/9/2019,15:00,TGD,8/9/2019,16:45,FBX,F
B0010,14,FB240,8/10/2019,7:00,FBX,8/10/2019,8:40,TGD,F
B0010,15,FB257,8/10/2019,14:15,TGD,8/10/2019,16:00,FBX,F
B0010,16,FB262,8/10/2019,16:50,FBX,8/10/2019,18:40,TGD,F
B0010,17,FB475,8/11/2019,14:30,TGD,8/11/2019,17:00,SXA,F
B0010,18,FB308,8/11/2019,18:00,SXA,8/11/2019,20:10,GKS,F
B0010,19,FB301,8/12/2019,8:40,GKS,8/12/2019,10:55,SXA,F
B0010,20,FB468,8/12/2019,14:20,SXA,8/12/2019,16:55,TGD,F
B0010,21,FB613,8/12/2019,17:40,TGD,8/12/2019,19:20,XMH,F
B0010,22,FB508,8/13/2019,15:50,XMH,8/13/2019,16:55,HOM,F
B0010,23,FB1647,8/13/2019,17:50,HOM,8/13/2019,18:40,MYJ,F
B0010,24,FB598,8/13/2019,19:30,MYJ,8/13/2019,21:05,TGD,F
B0010,25,FB999,8/13/2019,22:55,TGD,8/14/2019,1:35,SXA,F
B0010,26,FB1000,8/15/2019,3:35,SXA,8/15/2019,5:55,TGD,F
B0010,27,FB257,8/16/2019,14:15,TGD,8/16/2019,16:00,FBX,F
B0010,28,FB262,8/16/2019,16:50,FBX,8/16/2019,18:40,TGD,F
B0010,29,FB299,8/16/2019,19:20,TGD,8/16/2019,20:35,OOJ,F
B0010,30,FB1102,8/17/2019,14:55,OOJ,8/17/2019,16:10,TGD,F
B0010,31,FB35,8/17/2019,17:00,TGD,8/17/2019,18:10,HOM,F
B0010,32,FB16,8/18/2019,8:00,HOM,8/18/2019,9:15,TGD,F
B0010,33,FB997,8/18/2019,14:05,TGD,8/18/2019,15:20,OAX,F
B0010,34,FB998,8/18/2019,16:05,OAX,8/18/2019,17:25,TGD,F
B0010,35,FB657,8/18/2019,18:05,TGD,8/18/2019,19:20,SXJ,F
B0010,36,FB652,8/19/2019,7:10,SXJ,8/19/2019,8:25,TGD,F
B0010,37,FB31,8/19/2019,15:00,TGD,8/19/2019,16:05,HOM,F
B0011,1,FB427,8/1/2019,17:20,HOM,8/1/2019,18:35,FBX,C
B0011,2,FB430,8/1/2019,19:15,FBX,8/1/2019,20:35,HOM,C
B0011,3,FB1731,8/2/2019,8:00,HOM,8/2/2019,10:00,SXA,C
B0011,4,FB1734,8/2/2019,10:40,SXA,8/2/2019,12:45,HOM,C
B0011,5,FB2176,8/3/2019,7:50,HOM,8/3/2019,9:10,TGD,C
B0011,6,FB255,8/3/2019,13:35,TGD,8/3/2019,15:25,FBX,C
B0011,7,FB260,8/3/2019,16:15,FBX,8/3/2019,18:05,TGD,C
B0011,8,FB255,8/4/2019,13:35,TGD,8/4/2019,15:25,FBX,C
B0011,9,FB260,8/4/2019,16:15,FBX,8/4/2019,18:05,TGD,C
B0011,10,FB617,8/4/2019,18:50,TGD,8/4/2019,20:25,XMH,C
B0011,11,FB618,8/5/2019,20:05,XMH,8/5/2019,21:45,TGD,C
B0011,12,FB999,8/5/2019,22:55,TGD,8/6/2019,1:35,SXA,C
B0011,13,FB8560,8/7/2019,6:35,SXA,8/7/2019,8:30,HOM,C
B0011,14,FB523,8/7/2019,9:15,HOM,8/7/2019,10:25,XMJ,C
B0011,15,FB1867,8/7/2019,11:05,XMJ,8/7/2019,12:40,SXA,C
B0011,16,FB1868,8/7/2019,15:15,SXA,8/7/2019,16:50,XMJ,C
B0011,17,FB526,8/7/2019,17:30,XMJ,8/7/2019,18:35,HOM,C
B0011,18,FB421,8/8/2019,8:00,HOM,8/8/2019,9:15,FBX,C
B0011,19,FB248,8/8/2019,10:10,FBX,8/8/2019,11:55,TGD,C
B0011,20,FB397,8/8/2019,15:55,TGD,8/8/2019,16:55,UYS,C
B0011,21,FB400,8/8/2019,17:50,UYS,8/8/2019,18:55,TGD,C
B0011,22,FB697,8/9/2019,15:25,TGD,8/9/2019,17:00,BCJ,C
B0011,23,FB700,8/9/2019,17:40,BCJ,8/9/2019,19:20,TGD,C
B0011,24,FB79,8/9/2019,20:00,TGD,8/9/2019,21:35,NOU,C
B0011,25,FB1693,8/10/2019,10:50,NOU,8/10/2019,14:25,SXA,C
B0011,26,FB1872,8/10/2019,15:15,SXA,8/10/2019,16:50,GKU,C
B0011,27,FB786,8/10/2019,17:35,GKU,8/10/2019,18:45,HOM,C
B0012,1,FB427,8/1/2019,17:20,HOM,8/1/2019,18:35,FBX,F
B0012,2,FB430,8/1/2019,19:15,FBX,8/1/2019,20:35,HOM,F
B0012,3,FB1731,8/2/2019,8:00,HOM,8/2/2019,10:00,SXA,F
B0012,4,FB1734,8/2/2019,10:40,SXA,8/2/2019,12:45,HOM,F
B0012,5,FB2176,8/3/2019,7:50,HOM,8/3/2019,9:10,TGD,F
B0012,6,FB255,8/3/2019,13:35,TGD,8/3/2019,15:25,FBX,F
B0012,7,FB260,8/3/2019,16:15,FBX,8/3/2019,18:05,TGD,F
B0012,8,FB255,8/4/2019,13:35,TGD,8/4/2019,15:25,FBX,F
B0012,9,FB260,8/4/2019,16:15,FBX,8/4/2019,18:05,TGD,F
B0012,10,FB617,8/4/2019,18:50,TGD,8/4/2019,20:25,XMH,F
B0012,11,FB618,8/5/2019,20:05,XMH,8/5/2019,21:45,TGD,F
B0012,12,FB999,8/5/2019,22:55,TGD,8/6/2019,1:35,SXA,F
B0012,13,FB8560,8/7/2019,6:35,SXA,8/7/2019,8:30,HOM,F
B0012,14,FB523,8/7/2019,9:15,HOM,8/7/2019,10:25,XMJ,F
B0012,15,FB1867,8/7/2019,11:05,XMJ,8/7/2019,12:40,SXA,F
B0012,16,FB1868,8/7/2019,15:15,SXA,8/7/2019,16:50,XMJ,F
B0012,17,FB526,8/7/2019,17:30,XMJ,8/7/2019,18:35,HOM,F
B0012,18,FB421,8/8/2019,8:00,HOM,8/8/2019,9:15,FBX,F
B0012,19,FB248,8/8/2019,10:10,FBX,8/8/2019,11:55,TGD,F
B0012,20,FB397,8/8/2019,15:55,TGD,8/8/2019,16:55,UYS,F
B0012,21,FB400,8/8/2019,17:50,UYS,8/8/2019,18:55,TGD,F
B0012,22,FB697,8/9/2019,15:25,TGD,8/9/2019,17:00,BCJ,F
B0012,23,FB700,8/9/2019,17:40,BCJ,8/9/2019,19:20,TGD,F
B0012,24,FB79,8/9/2019,20:00,TGD,8/9/2019,21:35,NOU,F
B0012,25,FB1693,8/10/2019,10:50,NOU,8/10/2019,14:25,SXA,F
B0012,26,FB1872,8/10/2019,15:15,SXA,8/10/2019,16:50,GKU,F
B0012,27,FB786,8/10/2019,17:35,GKU,8/10/2019,18:45,HOM,F
B0013,1,FB731,8/2/2019,8:05,HOM,8/2/2019,9:20,UDJ,C
B0013,2,FB738,8/2/2019,17:35,UDJ,8/2/2019,18:55,HOM,C
B0013,3,FB421,8/3/2019,8:00,HOM,8/3/2019,9:15,FBX,C
B0013,4,FB248,8/3/2019,10:10,FBX,8/3/2019,11:55,TGD,C
B0013,5,FB39,8/4/2019,19:00,TGD,8/4/2019,20:15,HOM,C
B0013,6,FB1145,8/5/2019,9:00,HOM,8/5/2019,10:55,XBT,C
B0013,7,FB4876,8/8/2019,17:05,XBT,8/8/2019,17:50,NOU,C
B0013,8,FB76,8/8/2019,18:30,NOU,8/8/2019,20:05,TGD,C
B0013,9,FB8563,8/8/2019,21:00,TGD,8/8/2019,23:05,XXJ,C
B0013,10,FB8567,8/10/2019,0:35,XXJ,8/10/2019,2:25,SXA,C
B0013,11,FB1200,8/10/2019,7:05,SXA,8/10/2019,8:40,FBX,C
B0013,12,FB246,8/10/2019,9:25,FBX,8/10/2019,11:10,TGD,C
B0013,13,FB617,8/11/2019,18:50,TGD,8/11/2019,20:25,XMH,C
